CMDLINE python3 train.py
MEM 2277.414062 1720017713.9571
MEM 2277.414062 1720017714.0691
MEM 2277.414062 1720017714.1749
MEM 2277.414062 1720017714.2771
MEM 2277.414062 1720017714.3816
MEM 2277.414062 1720017714.4851
MEM 2277.414062 1720017714.5891
MEM 2277.414062 1720017714.6931
MEM 2277.414062 1720017714.7971
MEM 2277.414062 1720017714.9091
MEM 2277.414062 1720017715.0131
MEM 2277.414062 1720017715.1171
MEM 2277.414062 1720017715.2211
MEM 2277.414062 1720017715.3251
MEM 2277.414062 1720017715.4291
MEM 2288.914062 1720017715.5333
MEM 2469.414062 1720017715.6371
MEM 2469.414062 1720017715.7411
MEM 2469.414062 1720017715.8452
MEM 2469.414062 1720017715.9492
MEM 2469.414062 1720017716.0531
MEM 2469.414062 1720017716.1571
MEM 2469.414062 1720017716.2596
MEM 2469.414062 1720017716.3611
MEM 2469.414062 1720017716.4654
MEM 2469.414062 1720017716.5731
MEM 2469.414062 1720017716.6771
MEM 2469.414062 1720017716.7799
MEM 2469.414062 1720017716.8812
MEM 2469.414062 1720017716.9824
MEM 2469.414062 1720017717.0851
MEM 2469.414062 1720017717.1891
MEM 2469.414062 1720017717.2931
MEM 2469.414062 1720017717.3966
MEM 2469.414062 1720017717.4973
MEM 2469.414062 1720017717.6012
MEM 2469.414062 1720017717.7051
MEM 2469.414062 1720017717.8091
MEM 2624.914062 1720017717.9131
MEM 2662.539062 1720017718.0173
MEM 2662.539062 1720017718.1211
MEM 2662.539062 1720017718.2251
MEM 2662.539062 1720017718.3291
MEM 2662.539062 1720017718.4332
MEM 2662.539062 1720017718.5340
MEM 2662.539062 1720017718.6371
MEM 2662.539062 1720017718.7379
MEM 2662.539062 1720017718.8411
MEM 2662.539062 1720017718.9451
MEM 2662.539062 1720017719.0491
MEM 2662.539062 1720017719.1571
MEM 2662.539062 1720017719.2577
MEM 2662.539062 1720017719.3611
MEM 2662.539062 1720017719.4651
MEM 2662.539062 1720017719.5692
MEM 2662.539062 1720017719.6731
MEM 2662.539062 1720017719.7771
MEM 2662.539062 1720017719.8798
MEM 2662.539062 1720017719.9835
MEM 2662.539062 1720017720.0843
MEM 2662.664062 1720017720.1851
MEM 2854.539062 1720017720.2858
MEM 2724.382812 1720017720.3866
MEM 2851.257812 1720017720.4875
MEM 2751.914062 1720017720.5884
MEM 2689.230469 1720017720.6891
MEM 2662.664062 1720017720.7899
MEM 2749.039062 1720017720.8931
MEM 2854.664062 1720017720.9940
MEM 2957.789062 1720017721.0966
MEM 3105.414062 1720017721.2011
MEM 3246.164062 1720017721.3023
MEM 3295.039062 1720017721.4036
MEM 3338.539062 1720017721.5143
MEM 3378.414062 1720017721.6173
MEM 3420.039062 1720017721.7211
MEM 3459.664062 1720017721.8251
MEM 3504.039062 1720017721.9356
MEM 3542.289062 1720017722.0469
MEM 3582.914062 1720017722.1491
MEM 3625.164062 1720017722.2572
MEM 3677.289062 1720017722.3611
MEM 3726.539062 1720017722.4652
MEM 3763.289062 1720017722.5691
MEM 3802.664062 1720017722.6774
MEM 3848.164062 1720017722.7886
MEM 3890.789062 1720017722.8932
MEM 3712.871094 1720017722.9941
MEM 3572.562500 1720017723.0974
MEM 3796.437500 1720017723.2001
MEM 3931.062500 1720017723.3053
MEM 3990.937500 1720017723.4091
MEM 4045.062500 1720017723.5105
MEM 4080.562500 1720017723.6131
MEM 4114.187500 1720017723.7210
MEM 4178.562500 1720017723.8359
MEM 4141.023438 1720017723.9367
MEM 3865.203125 1720017724.0382
MEM 3445.785156 1720017724.1391
MEM 3454.035156 1720017724.2395
MEM 3454.785156 1720017724.3411
MEM 3454.785156 1720017724.4420
MEM 3555.035156 1720017724.5432
MEM 3760.035156 1720017724.6452
MEM 3945.410156 1720017724.7493
MEM 4134.910156 1720017724.8531
MEM 4223.410156 1720017724.9540
MEM 4319.910156 1720017725.0582
MEM 4395.535156 1720017725.1613
MEM 4464.785156 1720017725.2654
MEM 4550.160156 1720017725.3685
MEM 4628.660156 1720017725.4693
MEM 4707.160156 1720017725.5731
MEM 4800.910156 1720017725.6756
MEM 4883.660156 1720017725.7764
MEM 0.000000 1720017726.2342
MEM 0.000000 1720017726.3430
MEM 0.000000 1720017726.4468
MEM 0.000000 1720017726.5478
MEM 0.000000 1720017726.6486
MEM 0.000000 1720017726.7491
MEM 0.000000 1720017726.8499
MEM 0.000000 1720017726.9507
MEM 0.000000 1720017727.0515
