CMDLINE python3 train.py
MEM 2672.613281 1720019083.2611
MEM 2767.023438 1720019083.3641
MEM 2672.613281 1720019083.4650
MEM 2795.023438 1720019083.5658
MEM 2715.148438 1720019083.6691
MEM 2894.773438 1720019083.7725
MEM 3027.773438 1720019083.8771
MEM 3214.398438 1720019083.9812
MEM 3306.773438 1720019084.0851
MEM 3380.273438 1720019084.1891
MEM 3450.773438 1720019084.2931
MEM 3523.523438 1720019084.3971
MEM 3595.148438 1720019084.5011
MEM 3668.398438 1720019084.6051
MEM 3742.023438 1720019084.7086
MEM 3810.898438 1720019084.8092
MEM 3883.148438 1720019084.9131
MEM 3956.773438 1720019085.0171
MEM 3938.328125 1720019085.1179
MEM 3763.464844 1720019085.2211
MEM 3978.089844 1720019085.3235
MEM 4192.214844 1720019085.4263
MEM 4383.714844 1720019085.5271
MEM 3716.136719 1720019085.6281
MEM 3630.023438 1720019085.7291
MEM 3630.023438 1720019085.8307
MEM 3791.773438 1720019085.9316
MEM 4013.398438 1720019086.0331
MEM 4236.648438 1720019086.1356
MEM 4429.648438 1720019086.2371
MEM 4579.273438 1720019086.3413
MEM 4725.523438 1720019086.4463
MEM 4780.523438 1720019086.5471
MEM 4817.898438 1720019086.6483
MEM 4865.898438 1720019086.7491
MEM 4882.273438 1720019086.8584
MEM 4919.523438 1720019086.9592
MEM 0.000000 1720019087.7391
MEM 0.000000 1720019087.8422
MEM 0.000000 1720019087.9453
MEM 0.000000 1720019088.0491
MEM 0.000000 1720019088.1519
MEM 0.000000 1720019088.2528
MEM 0.000000 1720019088.3572
MEM 0.000000 1720019088.4594
MEM 0.000000 1720019088.5602
MEM 0.000000 1720019088.6614
MEM 0.000000 1720019088.7628
MEM 0.000000 1720019088.8652
