CMDLINE python3 scripts/generate_text.py
MEM 3075.433594 1719625808.1917
MEM 3075.433594 1719625808.2945
MEM 3075.433594 1719625808.3987
MEM 3075.433594 1719625808.5025
MEM 3075.433594 1719625808.6065
MEM 3043.492188 1719625808.7074
MEM 3139.492188 1719625808.8106
MEM 3141.617188 1719625808.9116
MEM 3103.402344 1719625809.0146
MEM 3091.480469 1719625809.1186
MEM 3091.480469 1719625809.2225
MEM 3091.480469 1719625809.3237
MEM 3091.480469 1719625809.4266
MEM 3091.480469 1719625809.5275
MEM 3091.480469 1719625809.6292
MEM 3091.480469 1719625809.7305
MEM 3107.355469 1719625809.8341
MEM 3158.855469 1719625809.9347
MEM 3223.980469 1719625810.0385
MEM 3350.980469 1719625810.1401
MEM 3355.480469 1719625810.2409
MEM 3352.105469 1719625810.3426
MEM 3453.558594 1719625810.4434
MEM 3363.464844 1719625810.5442
MEM 3264.718750 1719625810.6455
MEM 3296.093750 1719625810.7468
MEM 3334.218750 1719625810.8516
MEM 3363.468750 1719625810.9554
MEM 3367.468750 1719625811.0586
MEM 3371.218750 1719625811.1594
MEM 3161.140625 1719625811.2619
MEM 3235.390625 1719625811.3627
MEM 3235.390625 1719625811.4636
MEM 3256.640625 1719625811.5665
MEM 3283.214844 1719625811.6706
MEM 3171.433594 1719625811.7745
MEM 3171.433594 1719625811.8785
MEM 3171.433594 1719625811.9825
MEM 3171.433594 1719625812.0865
MEM 3171.433594 1719625812.1906
MEM 3171.433594 1719625812.2945
MEM 3171.433594 1719625812.3985
MEM 3171.433594 1719625812.5026
MEM 3171.433594 1719625812.6066
MEM 3235.433594 1719625812.7074
MEM 3235.019531 1719625812.8097
MEM 3331.515625 1719625812.9146
MEM 3331.515625 1719625813.0159
MEM 3347.390625 1719625813.1167
MEM 3317.542969 1719625813.2186
MEM 3267.535156 1719625813.3225
MEM 3267.535156 1719625813.4266
MEM 3267.535156 1719625813.5305
MEM 3267.535156 1719625813.6352
MEM 3267.535156 1719625813.7385
MEM 3267.535156 1719625813.8425
MEM 3267.535156 1719625813.9451
MEM 3267.535156 1719625814.0466
MEM 3267.535156 1719625814.1475
MEM 3267.535156 1719625814.2483
MEM 3331.531250 1719625814.3506
MEM 3331.531250 1719625814.4546
MEM 3353.406250 1719625814.5554
MEM 3283.519531 1719625814.6585
MEM 3283.519531 1719625814.7618
MEM 3283.519531 1719625814.8627
MEM 3283.519531 1719625814.9635
MEM 3283.519531 1719625815.0665
MEM 3283.519531 1719625815.1705
MEM 3283.519531 1719625815.2745
MEM 3283.519531 1719625815.3754
MEM 3314.894531 1719625815.4786
MEM 3390.519531 1719625815.5792
MEM 3516.144531 1719625815.6805
MEM 3549.976562 1719625815.7826
MEM 3531.843750 1719625815.8866
MEM 3678.718750 1719625815.9945
MEM 3663.593750 1719625816.0979
MEM 3450.347656 1719625816.1992
MEM 3487.972656 1719625816.3029
MEM 3525.847656 1719625816.4069
MEM 3555.472656 1719625816.5110
MEM 3559.222656 1719625816.6145
MEM 3562.972656 1719625816.7162
MEM 3344.492188 1719625816.8185
MEM 3427.367188 1719625816.9212
MEM 3427.367188 1719625817.0226
MEM 3450.367188 1719625817.1241
MEM 3480.746094 1719625817.2266
MEM 3363.519531 1719625817.3305
MEM 3363.519531 1719625817.4346
MEM 3363.519531 1719625817.5385
MEM 3363.519531 1719625817.6425
MEM 3363.519531 1719625817.7466
MEM 3363.519531 1719625817.8505
MEM 3363.519531 1719625817.9545
MEM 3363.519531 1719625818.0585
MEM 3363.519531 1719625818.1616
MEM 3395.515625 1719625818.2627
MEM 3395.558594 1719625818.3635
MEM 3523.558594 1719625818.4666
MEM 3523.558594 1719625818.5675
MEM 3538.558594 1719625818.6705
MEM 3520.722656 1719625818.7746
MEM 3459.570312 1719625818.8786
MEM 3459.570312 1719625818.9826
MEM 3459.570312 1719625819.0865
MEM 3459.570312 1719625819.1912
MEM 3459.570312 1719625819.2946
MEM 3459.570312 1719625819.3986
MEM 3459.570312 1719625819.5025
MEM 3459.570312 1719625819.6065
MEM 3459.570312 1719625819.7105
MEM 3459.570312 1719625819.8126
MEM 3523.566406 1719625819.9138
MEM 3523.566406 1719625820.0159
MEM 3509.699219 1719625820.1186
MEM 3475.562500 1719625820.2226
MEM 3475.562500 1719625820.3265
MEM 3475.562500 1719625820.4282
