CMDLINE python3 scripts/train.py
MEM 3019.789062 1719562341.2146
MEM 3031.664062 1719562341.3175
MEM 3075.164062 1719562341.4226
MEM 3067.781250 1719562341.5257
MEM 3063.406250 1719562341.6266
MEM 3066.281250 1719562341.7306
MEM 3051.789062 1719562341.8314
MEM 3113.914062 1719562341.9343
MEM 3150.164062 1719562342.0386
MEM 3179.789062 1719562342.1466
MEM 3179.789062 1719562342.2489
MEM 3179.789062 1719562342.3546
MEM 3179.789062 1719562342.4580
MEM 3186.039062 1719562342.5586
MEM 3197.914062 1719562342.6627
MEM 3207.914062 1719562342.7666
MEM 3140.378906 1719562342.8707
MEM 3211.253906 1719562342.9747
MEM 3115.808594 1719562343.0787
MEM 3115.808594 1719562343.1826
MEM 3115.808594 1719562343.2866
MEM 3115.808594 1719562343.3875
MEM 3115.808594 1719562343.4884
MEM 3115.808594 1719562343.5892
MEM 3115.808594 1719562343.6901
MEM 3115.808594 1719562343.7906
MEM 3115.808594 1719562343.8946
MEM 3115.808594 1719562343.9986
MEM 3115.808594 1719562344.1026
MEM 3115.808594 1719562344.2068
MEM 3115.808594 1719562344.3106
MEM 3115.808594 1719562344.4139
MEM 3115.808594 1719562344.5174
MEM 3115.808594 1719562344.6227
MEM 3115.808594 1719562344.7263
MEM 3083.804688 1719562344.8306
MEM 3115.304688 1719562344.9341
MEM 3171.554688 1719562345.0387
MEM 3179.679688 1719562345.1412
MEM 3179.679688 1719562345.2428
MEM 3189.804688 1719562345.3506
MEM 3203.679688 1719562345.4520
MEM 3189.636719 1719562345.5528
MEM 3131.757812 1719562345.6538
MEM 3131.757812 1719562345.7546
MEM 3131.757812 1719562345.8586
MEM 3131.757812 1719562345.9626
MEM 3131.757812 1719562346.0666
MEM 3131.757812 1719562346.1708
MEM 3131.757812 1719562346.2746
MEM 3131.757812 1719562346.3786
MEM 3131.757812 1719562346.4826
MEM 3131.757812 1719562346.5866
MEM 3131.757812 1719562346.6890
MEM 3131.757812 1719562346.7946
MEM 3147.757812 1719562346.8954
MEM 3188.257812 1719562346.9986
MEM 3226.632812 1719562347.1028
MEM 3263.757812 1719562347.2066
MEM 3331.257812 1719562347.3106
MEM 3327.960938 1719562347.4146
MEM 3324.039062 1719562347.5186
