CMDLINE python3 scripts/train.py
MEM 995.898438 1719574300.8684
MEM 1015.523438 1719574300.9692
MEM 1038.898438 1719574301.0701
MEM 1063.648438 1719574301.1706
MEM 973.304688 1719574301.2746
MEM 841.000000 1719574301.3758
MEM 846.457031 1719574301.4766
MEM 859.457031 1719574301.5775
MEM 866.707031 1719574301.6784
MEM 867.832031 1719574301.7792
MEM 868.582031 1719574301.8827
MEM 868.707031 1719574301.9866
MEM 868.957031 1719574302.0891
MEM 869.582031 1719574302.1918
MEM 871.207031 1719574302.2946
MEM 872.832031 1719574302.3964
MEM 874.832031 1719574302.4985
MEM 876.457031 1719574302.6025
MEM 877.957031 1719574302.7035
MEM 879.207031 1719574302.8044
MEM 881.332031 1719574302.9053
MEM 882.707031 1719574303.0061
MEM 883.082031 1719574303.1067
MEM 883.457031 1719574303.2076
MEM 883.707031 1719574303.3084
MEM 883.707031 1719574303.4106
MEM 883.707031 1719574303.5146
MEM 883.707031 1719574303.6165
MEM 883.707031 1719574303.7186
MEM 884.082031 1719574303.8195
MEM 885.082031 1719574303.9203
MEM 895.332031 1719574304.0212
MEM 924.957031 1719574304.1221
MEM 920.578125 1719574304.2240
MEM 926.453125 1719574304.3248
MEM 936.703125 1719574304.4258
MEM 947.953125 1719574304.5265
MEM 955.078125 1719574304.6274
MEM 959.828125 1719574304.7283
MEM 961.203125 1719574304.8292
MEM 962.203125 1719574304.9305
MEM 964.578125 1719574305.0314
MEM 966.203125 1719574305.1323
MEM 966.328125 1719574305.2331
MEM 966.703125 1719574305.3340
MEM 967.203125 1719574305.4346
MEM 968.828125 1719574305.5354
MEM 976.578125 1719574305.6363
MEM 977.203125 1719574305.7372
MEM 977.328125 1719574305.8381
MEM 977.328125 1719574305.9388
MEM 977.328125 1719574306.0397
MEM 977.328125 1719574306.1405
MEM 977.328125 1719574306.2415
MEM 977.328125 1719574306.3424
MEM 977.328125 1719574306.4433
MEM 977.328125 1719574306.5443
MEM 977.328125 1719574306.6452
MEM 978.078125 1719574306.7461
MEM 978.203125 1719574306.8466
MEM 978.203125 1719574306.9476
MEM 978.203125 1719574307.0485
MEM 978.203125 1719574307.1495
MEM 978.203125 1719574307.2504
MEM 980.453125 1719574307.3513
MEM 980.453125 1719574307.4523
MEM 980.453125 1719574307.5532
MEM 980.453125 1719574307.6541
MEM 981.203125 1719574307.7546
MEM 982.703125 1719574307.8556
MEM 991.203125 1719574307.9564
MEM 1051.328125 1719574308.0573
MEM 1185.078125 1719574308.1582
MEM 1127.503906 1719574308.2586
MEM 1128.753906 1719574308.3594
MEM 1129.128906 1719574308.4603
MEM 1130.628906 1719574308.5612
MEM 1130.628906 1719574308.6621
MEM 1130.878906 1719574308.7630
MEM 1311.378906 1719574308.8666
MEM 1458.878906 1719574308.9706
MEM 1586.878906 1719574309.0715
MEM 1709.378906 1719574309.1720
MEM 1830.503906 1719574309.2730
MEM 1912.128906 1719574309.3739
MEM 1912.128906 1719574309.4786
MEM 1912.128906 1719574309.5826
MEM 1912.128906 1719574309.6866
MEM 1912.128906 1719574309.7906
MEM 1912.128906 1719574309.8917
MEM 1912.128906 1719574309.9932
MEM 1912.128906 1719574310.0944
MEM 1912.128906 1719574310.1986
MEM 1915.003906 1719574310.3026
MEM 1939.378906 1719574310.4059
MEM 1964.503906 1719574310.5105
MEM 1989.628906 1719574310.6145
MEM 2014.628906 1719574310.7186
MEM 2039.003906 1719574310.8221
MEM 2062.628906 1719574310.9227
MEM 2090.628906 1719574311.0236
MEM 1766.562500 1719574311.1245
MEM 1596.691406 1719574311.2266
MEM 1818.441406 1719574311.3306
MEM 1960.566406 1719574311.4346
MEM 2174.191406 1719574311.5386
MEM 2075.582031 1719574311.6396
MEM 1521.589844 1719574311.7407
MEM 1530.964844 1719574311.8416
MEM 1533.839844 1719574311.9425
MEM 1543.214844 1719574312.0434
MEM 1546.964844 1719574312.1443
MEM 1572.089844 1719574312.2452
MEM 1572.339844 1719574312.3461
MEM 1572.339844 1719574312.4473
MEM 1572.339844 1719574312.5482
MEM 1646.839844 1719574312.6491
MEM 1668.339844 1719574312.7501
MEM 1678.964844 1719574312.8544
MEM 1620.386719 1719574312.9586
MEM 1701.511719 1719574313.0626
MEM 1623.933594 1719574313.1634
MEM 1653.808594 1719574313.2642
MEM 1653.808594 1719574313.3651
MEM 1653.808594 1719574313.4666
MEM 1653.808594 1719574313.5706
MEM 1653.808594 1719574313.6718
MEM 1653.808594 1719574313.7747
MEM 1653.808594 1719574313.8756
MEM 1653.808594 1719574313.9765
MEM 1669.808594 1719574314.0785
MEM 1670.058594 1719574314.1811
MEM 1670.183594 1719574314.2825
MEM 1670.683594 1719574314.3835
MEM 1680.308594 1719574314.4866
MEM 1693.558594 1719574314.5906
MEM 1709.558594 1719574314.6915
MEM 1725.683594 1719574314.7933
MEM 1789.183594 1719574314.8946
MEM 1851.433594 1719574314.9979
MEM 1918.933594 1719574315.1027
MEM 1862.511719 1719574315.2035
MEM 1862.562500 1719574315.3044
MEM 1862.562500 1719574315.4051
MEM 1990.562500 1719574315.5061
MEM 2096.062500 1719574315.6067
MEM 1990.648438 1719574315.7075
MEM 2056.679688 1719574315.8084
MEM 1862.695312 1719574315.9093
MEM 1886.195312 1719574316.0110
MEM 1922.820312 1719574316.1149
MEM 1959.570312 1719574316.2190
MEM 1990.695312 1719574316.3231
MEM 1995.570312 1719574316.4306
MEM 1999.320312 1719574316.5346
MEM 1840.570312 1719574316.6354
MEM 1712.816406 1719574316.7363
MEM 1712.941406 1719574316.8372
MEM 1712.941406 1719574316.9386
MEM 1712.941406 1719574317.0395
MEM 1713.191406 1719574317.1404
MEM 1713.316406 1719574317.2413
MEM 1713.316406 1719574317.3422
MEM 1713.316406 1719574317.4432
MEM 1841.316406 1719574317.5466
MEM 1841.316406 1719574317.6506
MEM 1854.191406 1719574317.7546
MEM 1777.328125 1719574317.8556
MEM 1882.578125 1719574317.9590
MEM 1795.351562 1719574318.0626
MEM 1815.976562 1719574318.1668
MEM 1815.976562 1719574318.2706
MEM 1815.976562 1719574318.3746
MEM 1815.976562 1719574318.4813
MEM 1815.976562 1719574318.5822
MEM 1815.976562 1719574318.6866
MEM 1815.976562 1719574318.7906
MEM 1815.976562 1719574318.8945
MEM 1815.976562 1719574318.9954
MEM 1844.851562 1719574319.0986
MEM 1829.246094 1719574319.2019
MEM 1848.089844 1719574319.3027
MEM 1848.113281 1719574319.4036
MEM 1875.742188 1719574319.5047
MEM 1816.277344 1719574319.6059
MEM 1816.527344 1719574319.7066
MEM 1816.527344 1719574319.8075
MEM 1816.527344 1719574319.9084
MEM 1923.527344 1719574320.0093
MEM 1944.527344 1719574320.1106
MEM 1951.902344 1719574320.2146
MEM 1948.621094 1719574320.3155
MEM 1944.644531 1719574320.4164
MEM 1880.695312 1719574320.5186
MEM 1880.695312 1719574320.6216
MEM 1880.695312 1719574320.7227
MEM 1880.695312 1719574320.8236
MEM 1880.695312 1719574320.9266
MEM 1880.695312 1719574321.0305
MEM 1880.695312 1719574321.1345
MEM 1880.695312 1719574321.2370
MEM 1880.695312 1719574321.3385
MEM 1880.695312 1719574321.4394
MEM 1864.925781 1719574321.5403
MEM 1958.550781 1719574321.6412
MEM 1976.800781 1719574321.7426
MEM 1991.300781 1719574321.8466
MEM 1984.824219 1719574321.9474
MEM 1933.957031 1719574322.0505
MEM 1933.957031 1719574322.1545
MEM 1933.957031 1719574322.2586
MEM 1933.957031 1719574322.3626
MEM 1933.957031 1719574322.4666
MEM 1933.957031 1719574322.5705
MEM 1933.957031 1719574322.6714
MEM 1979.957031 1719574322.7747
MEM 2055.957031 1719574322.8756
MEM 2178.832031 1719574322.9786
MEM 2222.246094 1719574323.0827
MEM 2209.617188 1719574323.1866
MEM 2327.953125 1719574323.2874
MEM 2230.015625 1719574323.3886
MEM 2127.886719 1719574323.4898
MEM 2164.886719 1719574323.5950
MEM 2201.636719 1719574323.6986
MEM 2230.011719 1719574323.7997
MEM 2234.261719 1719574323.9026
MEM 2237.886719 1719574324.0035
MEM 1981.386719 1719574324.1066
MEM 2102.011719 1719574324.2096
MEM 2102.011719 1719574324.3106
MEM 2119.636719 1719574324.4146
MEM 2042.507812 1719574324.5186
MEM 2039.386719 1719574324.6215
MEM 2044.511719 1719574324.7226
MEM 2044.511719 1719574324.8265
MEM 2044.511719 1719574324.9306
MEM 2044.511719 1719574325.0346
MEM 2044.511719 1719574325.1382
MEM 2044.511719 1719574325.2427
MEM 2044.511719 1719574325.3467
MEM 2044.511719 1719574325.4506
MEM 2044.511719 1719574325.5546
MEM 2069.886719 1719574325.6561
MEM 2098.058594 1719574325.7570
MEM 2107.921875 1719574325.8579
MEM 2176.421875 1719574325.9588
MEM 2204.421875 1719574326.0626
MEM 2204.421875 1719574326.1635
MEM 2229.046875 1719574326.2666
MEM 2267.992188 1719574326.3675
MEM 2140.484375 1719574326.4683
MEM 2140.484375 1719574326.5706
MEM 2140.484375 1719574326.6747
MEM 2140.484375 1719574326.7794
MEM 2140.484375 1719574326.8802
MEM 2140.484375 1719574326.9826
MEM 2140.484375 1719574327.0834
MEM 2140.484375 1719574327.1866
MEM 2140.484375 1719574327.2906
MEM 2108.480469 1719574327.3917
MEM 2180.480469 1719574327.4946
MEM 2180.480469 1719574327.5986
MEM 2122.464844 1719574327.6995
MEM 2156.503906 1719574327.8026
MEM 2156.503906 1719574327.9066
MEM 2156.503906 1719574328.0106
MEM 2156.503906 1719574328.1146
MEM 2156.503906 1719574328.2186
MEM 2156.503906 1719574328.3213
MEM 2156.503906 1719574328.4227
MEM 2172.503906 1719574328.5239
MEM 2234.753906 1719574328.6266
MEM 2307.628906 1719574328.7275
MEM 2352.750000 1719574328.8306
MEM 2330.351562 1719574328.9346
MEM 2500.601562 1719574329.0381
MEM 2503.347656 1719574329.1426
MEM 2322.109375 1719574329.2470
MEM 2358.859375 1719574329.3510
MEM 2393.984375 1719574329.4547
MEM 2427.609375 1719574329.5599
MEM 2438.484375 1719574329.6625
MEM 2441.984375 1719574329.7666
MEM 2368.839844 1719574329.8674
MEM 2234.828125 1719574329.9706
MEM 2308.453125 1719574330.0746
MEM 2308.453125 1719574330.1786
MEM 2331.328125 1719574330.2825
MEM 2365.804688 1719574330.3866
MEM 2244.546875 1719574330.4875
MEM 2244.546875 1719574330.5907
MEM 2244.546875 1719574330.6946
MEM 2244.546875 1719574330.7986
MEM 2244.546875 1719574330.9025
MEM 2244.546875 1719574331.0065
MEM 2244.546875 1719574331.1106
MEM 2244.546875 1719574331.2145
MEM 2244.546875 1719574331.3185
MEM 2299.921875 1719574331.4226
MEM 2283.484375 1719574331.5266
MEM 2404.621094 1719574331.6306
MEM 2404.621094 1719574331.7337
MEM 2418.746094 1719574331.8379
MEM 2371.992188 1719574331.9403
MEM 2340.609375 1719574332.0411
MEM 2340.609375 1719574332.1425
MEM 2340.609375 1719574332.2465
MEM 2340.609375 1719574332.3506
MEM 2340.609375 1719574332.4546
MEM 2340.609375 1719574332.5587
MEM 2340.609375 1719574332.6626
MEM 2340.609375 1719574332.7666
MEM 2340.609375 1719574332.8705
MEM 2340.609375 1719574332.9710
MEM 2353.480469 1719574333.0747
MEM 2380.480469 1719574333.1759
MEM 2380.480469 1719574333.2786
MEM 2356.621094 1719574333.3826
MEM 2356.621094 1719574333.4836
MEM 2356.621094 1719574333.5866
MEM 2356.621094 1719574333.6906
MEM 2356.621094 1719574333.7916
MEM 2356.621094 1719574333.8946
MEM 2356.621094 1719574333.9985
MEM 2356.621094 1719574334.0994
MEM 2391.621094 1719574334.2026
MEM 2472.621094 1719574334.3066
MEM 2520.722656 1719574334.4074
MEM 2506.972656 1719574334.5083
MEM 2628.343750 1719574334.6106
MEM 2620.714844 1719574334.7146
MEM 2582.726562 1719574334.8185
MEM 2513.234375 1719574334.9212
MEM 2538.234375 1719574335.0227
MEM 2572.734375 1719574335.1274
MEM 2606.359375 1719574335.2286
MEM 2622.109375 1719574335.3306
MEM 2626.359375 1719574335.4346
MEM 2514.976562 1719574335.5355
MEM 2435.718750 1719574335.6363
MEM 2492.593750 1719574335.7386
MEM 2494.218750 1719574335.8425
MEM 2515.718750 1719574335.9434
MEM 2554.468750 1719574336.0465
MEM 2428.605469 1719574336.1476
MEM 2428.605469 1719574336.2505
MEM 2428.605469 1719574336.3546
MEM 2428.605469 1719574336.4585
MEM 2428.605469 1719574336.5626
MEM 2428.605469 1719574336.6666
MEM 2428.605469 1719574336.7706
MEM 2428.605469 1719574336.8747
MEM 2428.605469 1719574336.9786
MEM 2428.605469 1719574337.0826
MEM 2469.730469 1719574337.1852
MEM 2488.152344 1719574337.2866
MEM 2492.554688 1719574337.3905
MEM 2490.675781 1719574337.4915
MEM 2485.546875 1719574337.5946
MEM 2482.703125 1719574337.6986
MEM 2530.953125 1719574337.7995
MEM 2588.453125 1719574337.9026
MEM 2588.453125 1719574338.0066
MEM 2588.453125 1719574338.1079
MEM 2597.453125 1719574338.2106
MEM 2612.578125 1719574338.3141
MEM 2544.875000 1719574338.4153
MEM 2617.363281 1719574338.5162
MEM 2524.546875 1719574338.6186
MEM 2524.546875 1719574338.7200
MEM 2524.546875 1719574338.8234
MEM 2524.546875 1719574338.9266
MEM 2524.546875 1719574339.0305
MEM 2524.546875 1719574339.1346
MEM 2524.546875 1719574339.2387
MEM 2524.546875 1719574339.3426
MEM 2524.546875 1719574339.4465
MEM 2524.546875 1719574339.5506
MEM 2524.546875 1719574339.6514
MEM 2548.417969 1719574339.7523
MEM 2564.417969 1719574339.8546
MEM 2564.417969 1719574339.9625
MEM 2576.390625 1719574340.0638
MEM 2540.570312 1719574340.1666
MEM 2540.570312 1719574340.2706
MEM 2540.570312 1719574340.3746
MEM 2540.570312 1719574340.4755
MEM 2540.570312 1719574340.5786
MEM 2540.570312 1719574340.6826
MEM 2540.570312 1719574340.7866
MEM 2540.570312 1719574340.8907
MEM 2540.570312 1719574340.9946
MEM 2540.570312 1719574341.0986
MEM 2556.570312 1719574341.2019
MEM 2590.070312 1719574341.3027
MEM 2631.445312 1719574341.4066
MEM 2673.320312 1719574341.5107
MEM 2737.570312 1719574341.6146
MEM 2805.820312 1719574341.7186
MEM 2717.492188 1719574341.8226
MEM 2779.992188 1719574341.9266
MEM 2684.738281 1719574342.0306
MEM 2763.238281 1719574342.1346
MEM 2840.988281 1719574342.2386
MEM 2906.488281 1719574342.3418
MEM 2885.726562 1719574342.4426
MEM 2849.687500 1719574342.5466
MEM 2935.937500 1719574342.6493
MEM 2690.972656 1719574342.7506
MEM 2705.597656 1719574342.8546
MEM 2720.972656 1719574342.9586
MEM 2736.472656 1719574343.0626
MEM 2748.097656 1719574343.1656
MEM 2759.847656 1719574343.2669
MEM 2772.097656 1719574343.3706
MEM 2790.097656 1719574343.4715
MEM 2804.097656 1719574343.5748
MEM 2813.097656 1719574343.6786
MEM 2814.597656 1719574343.7801
MEM 2816.597656 1719574343.8810
MEM 2819.097656 1719574343.9819
MEM 2820.597656 1719574344.0826
MEM 2556.710938 1719574344.1866
MEM 2575.960938 1719574344.2877
MEM 2642.960938 1719574344.3906
MEM 2684.460938 1719574344.4920
MEM 2684.460938 1719574344.5945
MEM 2686.585938 1719574344.6986
MEM 2700.335938 1719574344.8026
MEM 2715.960938 1719574344.9066
MEM 2683.140625 1719574345.0106
MEM 2646.664062 1719574345.1168
MEM 2620.542969 1719574345.2176
MEM 2620.542969 1719574345.3185
MEM 2620.542969 1719574345.4243
MEM 2620.542969 1719574345.5251
MEM 2620.542969 1719574345.6260
MEM 2620.542969 1719574345.7306
MEM 2620.542969 1719574345.8354
MEM 2620.542969 1719574345.9373
MEM 2620.542969 1719574346.0429
MEM 2620.542969 1719574346.1468
MEM 2620.542969 1719574346.2498
MEM 2620.542969 1719574346.3506
MEM 2620.542969 1719574346.4540
MEM 2620.542969 1719574346.5548
MEM 2620.542969 1719574346.6560
MEM 2620.542969 1719574346.7586
MEM 2620.542969 1719574346.8627
MEM 2620.542969 1719574346.9666
MEM 2620.542969 1719574347.0705
MEM 2660.042969 1719574347.1746
MEM 2684.648438 1719574347.2787
MEM 2684.648438 1719574347.3828
MEM 2708.898438 1719574347.4866
MEM 2779.898438 1719574347.5908
MEM 2780.648438 1719574347.6946
MEM 2780.648438 1719574347.7955
MEM 2783.523438 1719574347.8987
MEM 2793.273438 1719574348.0042
MEM 2806.898438 1719574348.1066
MEM 2751.117188 1719574348.2094
MEM 2841.117188 1719574348.3103
MEM 2716.652344 1719574348.4146
MEM 2716.652344 1719574348.5186
MEM 2716.652344 1719574348.6226
MEM 2716.652344 1719574348.7266
MEM 2716.652344 1719574348.8306
MEM 2716.652344 1719574348.9346
MEM 2716.652344 1719574349.0386
MEM 2716.652344 1719574349.1426
MEM 2716.652344 1719574349.2466
MEM 2716.652344 1719574349.3506
MEM 2716.652344 1719574349.4546
MEM 2716.652344 1719574349.5586
MEM 2716.652344 1719574349.6594
MEM 2716.652344 1719574349.7602
MEM 2716.652344 1719574349.8626
MEM 2716.652344 1719574349.9666
MEM 2716.652344 1719574350.0705
MEM 2716.652344 1719574350.1717
MEM 2716.652344 1719574350.2746
MEM 2716.652344 1719574350.3756
MEM 2688.648438 1719574350.4786
MEM 2684.648438 1719574350.5826
MEM 2691.023438 1719574350.6866
MEM 2736.898438 1719574350.7908
MEM 2771.398438 1719574350.8946
MEM 2780.648438 1719574350.9954
MEM 2780.648438 1719574351.0986
MEM 2780.648438 1719574351.2019
MEM 2789.023438 1719574351.3026
MEM 2797.523438 1719574351.4066
MEM 2745.363281 1719574351.5092
MEM 2797.644531 1719574351.6106
MEM 2732.636719 1719574351.7147
MEM 2732.636719 1719574351.8186
MEM 2732.636719 1719574351.9226
MEM 2732.636719 1719574352.0307
MEM 2732.636719 1719574352.1318
MEM 2732.636719 1719574352.2346
MEM 2732.636719 1719574352.3371
MEM 2732.636719 1719574352.4379
MEM 2732.636719 1719574352.5387
MEM 2732.636719 1719574352.6426
MEM 2732.636719 1719574352.7436
MEM 2732.636719 1719574352.8466
MEM 2732.636719 1719574352.9506
MEM 2732.636719 1719574353.0514
MEM 2736.386719 1719574353.1541
MEM 2753.011719 1719574353.2587
MEM 2785.136719 1719574353.3626
MEM 2818.136719 1719574353.4666
MEM 2855.636719 1719574353.5706
MEM 2894.511719 1719574353.6747
MEM 2952.136719 1719574353.7756
MEM 2966.660156 1719574353.8764
MEM 2970.750000 1719574353.9786
MEM 2876.742188 1719574354.0832
MEM 2888.367188 1719574354.1866
MEM 2941.742188 1719574354.2908
MEM 3011.492188 1719574354.3986
MEM 3070.992188 1719574354.5026
MEM 3120.492188 1719574354.6066
MEM 3056.894531 1719574354.7109
MEM 3036.738281 1719574354.8138
MEM 3100.988281 1719574354.9170
MEM 3004.734375 1719574355.0185
MEM 2880.238281 1719574355.1209
MEM 2892.238281 1719574355.2261
MEM 2908.738281 1719574355.3291
MEM 2925.613281 1719574355.4306
MEM 2940.988281 1719574355.5351
MEM 2957.738281 1719574355.6377
MEM 2975.363281 1719574355.7386
MEM 2989.988281 1719574355.8426
MEM 3003.738281 1719574355.9472
MEM 3006.113281 1719574356.0506
MEM 3008.113281 1719574356.1536
MEM 3010.363281 1719574356.2586
MEM 3012.363281 1719574356.3624
MEM 2916.234375 1719574356.4666
MEM 2755.093750 1719574356.5705
MEM 2757.070312 1719574356.6736
MEM 2848.320312 1719574356.7745
MEM 2876.570312 1719574356.8787
MEM 2876.570312 1719574356.9826
MEM 2876.570312 1719574357.0867
MEM 2884.445312 1719574357.1905
MEM 2895.695312 1719574357.2989
MEM 2907.320312 1719574357.4025
MEM 2861.953125 1719574357.5065
MEM 2838.738281 1719574357.6105
MEM 2812.617188 1719574357.7146
MEM 2812.617188 1719574357.8185
MEM 2812.617188 1719574357.9226
MEM 2812.617188 1719574358.0235
MEM 2812.617188 1719574358.1244
MEM 2812.617188 1719574358.2252
MEM 2812.617188 1719574358.3261
MEM 2812.617188 1719574358.4266
MEM 2812.617188 1719574358.5276
MEM 2812.617188 1719574358.6306
MEM 2812.617188 1719574358.7346
MEM 2812.617188 1719574358.8368
MEM 2812.617188 1719574358.9386
MEM 2812.617188 1719574359.0425
MEM 2812.617188 1719574359.1465
MEM 2812.617188 1719574359.2506
MEM 2812.617188 1719574359.3535
MEM 2812.617188 1719574359.4547
MEM 2825.117188 1719574359.5555
MEM 2844.664062 1719574359.6586
MEM 2864.914062 1719574359.7625
MEM 2876.664062 1719574359.8666
MEM 2865.039062 1719574359.9701
MEM 2929.664062 1719574360.0705
MEM 2972.664062 1719574360.1743
MEM 2972.664062 1719574360.2759
MEM 2972.664062 1719574360.3767
MEM 2977.039062 1719574360.4775
MEM 2985.164062 1719574360.5784
MEM 2992.789062 1719574360.6825
MEM 2998.746094 1719574360.7865
MEM 2970.996094 1719574360.8881
MEM 2934.734375 1719574360.9890
MEM 2908.613281 1719574361.0906
MEM 2908.613281 1719574361.1917
MEM 2908.613281 1719574361.2926
MEM 2908.613281 1719574361.3934
MEM 2908.613281 1719574361.4986
MEM 2908.613281 1719574361.6026
MEM 2908.613281 1719574361.7066
MEM 2908.613281 1719574361.8084
MEM 2908.613281 1719574361.9092
MEM 2908.613281 1719574362.0100
MEM 2908.613281 1719574362.1106
MEM 2908.613281 1719574362.2119
MEM 2908.613281 1719574362.3128
MEM 2908.613281 1719574362.4185
MEM 2908.613281 1719574362.5198
MEM 2908.613281 1719574362.6225
MEM 2908.613281 1719574362.7265
MEM 2908.613281 1719574362.8276
MEM 2908.613281 1719574362.9307
MEM 2908.613281 1719574363.0320
MEM 2908.613281 1719574363.1346
MEM 2876.609375 1719574363.2376
MEM 2879.109375 1719574363.3385
MEM 2925.484375 1719574363.4395
MEM 2971.109375 1719574363.5403
MEM 2972.609375 1719574363.6466
MEM 2972.609375 1719574363.7492
MEM 2975.484375 1719574363.8506
MEM 2988.609375 1719574363.9533
MEM 2973.992188 1719574364.0547
MEM 2924.644531 1719574364.1586
MEM 2924.644531 1719574364.2625
MEM 2924.644531 1719574364.3666
MEM 2924.644531 1719574364.4706
MEM 2924.644531 1719574364.5746
MEM 2924.644531 1719574364.6756
MEM 2924.644531 1719574364.7787
MEM 2924.644531 1719574364.8826
MEM 2924.644531 1719574364.9868
MEM 2924.644531 1719574365.0918
MEM 2924.644531 1719574365.1945
MEM 2940.644531 1719574365.2956
MEM 2981.644531 1719574365.3985
MEM 3036.644531 1719574365.5025
MEM 3074.144531 1719574365.6052
MEM 3162.894531 1719574365.7066
MEM 3099.214844 1719574365.8106
MEM 3182.710938 1719574365.9145
MEM 3139.335938 1719574366.0186
MEM 3244.210938 1719574366.1226
MEM 3312.335938 1719574366.2235
MEM 3239.914062 1719574366.3266
MEM 3309.039062 1719574366.4283
MEM 3079.914062 1719574366.5305
MEM 3102.164062 1719574366.6346
MEM 3125.039062 1719574366.7425
MEM 3149.914062 1719574366.8468
MEM 3181.039062 1719574366.9510
MEM 3204.539062 1719574367.0552
MEM 3207.539062 1719574367.1570
MEM 3210.539062 1719574367.2586
MEM 3178.699219 1719574367.3625
MEM 2948.699219 1719574367.4666
MEM 2960.324219 1719574367.5698
MEM 3016.449219 1719574367.6707
MEM 3052.324219 1719574367.7754
MEM 3076.574219 1719574367.8785
MEM 3076.574219 1719574367.9825
MEM 3076.574219 1719574368.0946
MEM 3076.574219 1719574368.1986
MEM 3084.949219 1719574368.3025
MEM 3099.824219 1719574368.4066
MEM 3020.457031 1719574368.5074
MEM 3125.582031 1719574368.6101
MEM 3012.664062 1719574368.7105
MEM 3012.664062 1719574368.8146
MEM 3012.664062 1719574368.9186
MEM 3012.664062 1719574369.0226
MEM 3012.664062 1719574369.1266
MEM 3012.664062 1719574369.2305
MEM 3012.664062 1719574369.3346
MEM 3012.664062 1719574369.4386
MEM 3012.664062 1719574369.5425
MEM 3012.664062 1719574369.6466
