CMDLINE python3 scripts/flask_app.py
MEM 472.929688 1718712575.3899
MEM 472.929688 1718712575.4907
MEM 472.929688 1718712575.5915
MEM 472.929688 1718712575.6922
MEM 472.929688 1718712575.7930
MEM 472.929688 1718712575.8938
MEM 472.929688 1718712575.9946
MEM 472.929688 1718712576.0954
MEM 472.929688 1718712576.1957
MEM 472.929688 1718712576.2965
MEM 472.929688 1718712576.3969
MEM 472.929688 1718712576.4977
MEM 472.929688 1718712576.5985
MEM 472.929688 1718712576.6993
MEM 472.929688 1718712576.8002
MEM 472.929688 1718712576.9010
MEM 472.929688 1718712577.0018
MEM 472.929688 1718712577.1026
MEM 472.929688 1718712577.2034
MEM 472.929688 1718712577.3042
MEM 472.929688 1718712577.4050
MEM 472.929688 1718712577.5058
MEM 472.929688 1718712577.6066
MEM 472.929688 1718712577.7073
MEM 472.929688 1718712577.8081
MEM 472.929688 1718712577.9089
MEM 472.929688 1718712578.0097
MEM 472.929688 1718712578.1105
MEM 472.929688 1718712578.2113
MEM 472.929688 1718712578.3121
MEM 472.929688 1718712578.4129
MEM 472.929688 1718712578.5134
MEM 472.929688 1718712578.6142
MEM 472.929688 1718712578.7150
MEM 472.929688 1718712578.8158
MEM 472.929688 1718712578.9166
MEM 472.929688 1718712579.0170
MEM 472.929688 1718712579.1175
MEM 472.929688 1718712579.2184
MEM 472.929688 1718712579.3192
MEM 472.929688 1718712579.4200
MEM 472.929688 1718712579.5208
MEM 472.929688 1718712579.6216
MEM 472.929688 1718712579.7224
MEM 472.929688 1718712579.8232
MEM 472.929688 1718712579.9239
MEM 472.929688 1718712580.0248
MEM 472.929688 1718712580.1256
MEM 472.929688 1718712580.2264
MEM 472.929688 1718712580.3271
MEM 472.929688 1718712580.4276
MEM 472.929688 1718712580.5283
MEM 472.929688 1718712580.6291
MEM 472.929688 1718712580.7300
MEM 472.929688 1718712580.8308
MEM 472.929688 1718712580.9316
MEM 472.929688 1718712581.0324
MEM 472.929688 1718712581.1330
MEM 472.929688 1718712581.2338
MEM 472.929688 1718712581.3346
MEM 472.929688 1718712581.4353
MEM 472.929688 1718712581.5361
MEM 472.929688 1718712581.6369
MEM 472.929688 1718712581.7377
MEM 472.929688 1718712581.8385
MEM 472.929688 1718712581.9393
MEM 472.929688 1718712582.0398
MEM 472.929688 1718712582.1406
MEM 472.929688 1718712582.2413
MEM 472.929688 1718712582.3421
MEM 472.929688 1718712582.4429
MEM 472.929688 1718712582.5437
MEM 472.929688 1718712582.6445
MEM 472.929688 1718712582.7450
MEM 472.929688 1718712582.8458
MEM 472.929688 1718712582.9466
MEM 472.929688 1718712583.0474
MEM 472.929688 1718712583.1482
MEM 472.929688 1718712583.2490
MEM 472.929688 1718712583.3498
MEM 472.929688 1718712583.4506
MEM 472.929688 1718712583.5513
MEM 472.929688 1718712583.6521
MEM 472.929688 1718712583.7529
MEM 472.929688 1718712583.8537
MEM 472.929688 1718712583.9544
MEM 472.929688 1718712584.0552
MEM 472.929688 1718712584.1560
MEM 472.929688 1718712584.2568
MEM 472.929688 1718712584.3576
MEM 472.929688 1718712584.4584
MEM 472.929688 1718712584.5592
MEM 472.929688 1718712584.6599
MEM 472.929688 1718712584.7607
MEM 472.929688 1718712584.8615
MEM 472.929688 1718712584.9623
MEM 472.929688 1718712585.0631
MEM 472.929688 1718712585.1639
MEM 472.929688 1718712585.2647
MEM 472.929688 1718712585.3650
MEM 472.929688 1718712585.4658
MEM 472.929688 1718712585.5665
MEM 472.929688 1718712585.6673
MEM 472.929688 1718712585.7681
MEM 472.929688 1718712585.8689
MEM 472.929688 1718712585.9697
MEM 472.929688 1718712586.0704
MEM 472.929688 1718712586.1712
MEM 472.929688 1718712586.2720
MEM 472.929688 1718712586.3725
MEM 472.929688 1718712586.4733
MEM 472.929688 1718712586.5741
MEM 472.929688 1718712586.6749
MEM 472.929688 1718712586.7752
MEM 472.929688 1718712586.8759
MEM 472.929688 1718712586.9768
MEM 472.929688 1718712587.0776
MEM 472.929688 1718712587.1784
MEM 472.929688 1718712587.2791
MEM 472.929688 1718712587.3797
MEM 472.929688 1718712587.4806
MEM 472.929688 1718712587.5810
MEM 472.929688 1718712587.6818
MEM 472.929688 1718712587.7826
MEM 472.929688 1718712587.8834
MEM 472.929688 1718712587.9842
MEM 472.929688 1718712588.0850
MEM 472.929688 1718712588.1858
MEM 472.929688 1718712588.2866
MEM 472.929688 1718712588.3874
MEM 472.929688 1718712588.4881
MEM 472.929688 1718712588.5889
MEM 472.929688 1718712588.6897
MEM 472.929688 1718712588.7905
MEM 472.929688 1718712588.8913
MEM 472.929688 1718712588.9921
MEM 472.929688 1718712589.0929
MEM 472.929688 1718712589.1937
MEM 472.929688 1718712589.2945
MEM 472.929688 1718712589.3952
MEM 472.929688 1718712589.4960
MEM 472.929688 1718712589.5969
MEM 472.929688 1718712589.6979
MEM 472.929688 1718712589.7987
MEM 472.929688 1718712589.8995
MEM 472.929688 1718712590.0004
MEM 472.929688 1718712590.1010
MEM 472.929688 1718712590.2037
MEM 472.929688 1718712590.3045
MEM 472.929688 1718712590.4050
MEM 472.929688 1718712590.5059
MEM 472.929688 1718712590.6066
MEM 472.929688 1718712590.7076
MEM 472.929688 1718712590.8081
MEM 472.929688 1718712590.9089
MEM 472.929688 1718712591.0097
MEM 472.929688 1718712591.1105
MEM 472.929688 1718712591.2113
MEM 472.929688 1718712591.3121
MEM 472.929688 1718712591.4129
MEM 472.929688 1718712591.5137
MEM 472.929688 1718712591.6145
MEM 472.929688 1718712591.7153
MEM 472.929688 1718712591.8161
MEM 472.929688 1718712591.9169
MEM 472.929688 1718712592.0176
MEM 472.929688 1718712592.1184
MEM 472.929688 1718712592.2193
MEM 472.929688 1718712592.3200
MEM 472.929688 1718712592.4209
MEM 472.929688 1718712592.5217
MEM 472.929688 1718712592.6225
MEM 472.929688 1718712592.7232
MEM 472.929688 1718712592.8240
MEM 472.929688 1718712592.9249
MEM 472.929688 1718712593.0257
MEM 472.929688 1718712593.1265
MEM 472.929688 1718712593.2273
MEM 472.929688 1718712593.3280
MEM 472.929688 1718712593.4289
MEM 472.929688 1718712593.5296
MEM 472.929688 1718712593.6305
MEM 472.929688 1718712593.7313
MEM 472.929688 1718712593.8321
MEM 472.929688 1718712593.9329
MEM 472.929688 1718712594.0337
MEM 472.929688 1718712594.1344
MEM 472.929688 1718712594.2352
MEM 472.929688 1718712594.3360
MEM 472.929688 1718712594.4368
MEM 472.929688 1718712594.5376
MEM 472.929688 1718712594.6384
MEM 472.929688 1718712594.7392
MEM 472.929688 1718712594.8400
MEM 472.929688 1718712594.9408
MEM 472.929688 1718712595.0416
MEM 472.929688 1718712595.1424
MEM 472.929688 1718712595.2432
MEM 472.929688 1718712595.3440
MEM 472.929688 1718712595.4448
MEM 472.929688 1718712595.5456
MEM 472.929688 1718712595.6464
MEM 472.929688 1718712595.7472
MEM 472.929688 1718712595.8480
MEM 472.929688 1718712595.9488
MEM 472.929688 1718712596.0496
MEM 472.929688 1718712596.1504
MEM 472.929688 1718712596.2511
MEM 472.929688 1718712596.3519
MEM 472.929688 1718712596.4527
MEM 472.929688 1718712596.5535
MEM 472.929688 1718712596.6543
MEM 472.929688 1718712596.7551
MEM 472.929688 1718712596.8559
MEM 472.929688 1718712596.9566
MEM 472.929688 1718712597.0574
MEM 472.929688 1718712597.1582
MEM 472.929688 1718712597.2590
MEM 472.929688 1718712597.3598
MEM 472.929688 1718712597.4606
MEM 472.929688 1718712597.5614
MEM 472.929688 1718712597.6622
MEM 472.929688 1718712597.7627
MEM 472.929688 1718712597.8634
MEM 472.929688 1718712597.9642
MEM 472.929688 1718712598.0650
MEM 472.929688 1718712598.1658
MEM 472.929688 1718712598.2666
MEM 472.929688 1718712598.3674
MEM 472.929688 1718712598.4681
MEM 472.929688 1718712598.5690
MEM 472.929688 1718712598.6697
MEM 472.929688 1718712598.7705
MEM 472.929688 1718712598.8713
MEM 472.929688 1718712598.9721
MEM 472.929688 1718712599.0729
MEM 472.929688 1718712599.1737
MEM 472.929688 1718712599.2744
MEM 472.929688 1718712599.3752
MEM 472.929688 1718712599.4760
MEM 472.929688 1718712599.5768
MEM 472.929688 1718712599.6776
MEM 472.929688 1718712599.7784
MEM 472.929688 1718712599.8793
MEM 472.929688 1718712599.9801
MEM 472.929688 1718712600.0809
MEM 472.929688 1718712600.1817
MEM 472.929688 1718712600.2825
MEM 472.929688 1718712600.3834
MEM 472.929688 1718712600.4841
MEM 472.929688 1718712600.5849
MEM 472.929688 1718712600.6857
MEM 472.929688 1718712600.7865
MEM 472.929688 1718712600.8873
MEM 472.929688 1718712600.9880
MEM 472.929688 1718712601.0889
MEM 472.929688 1718712601.1896
MEM 472.929688 1718712601.2904
MEM 472.929688 1718712601.3912
MEM 472.929688 1718712601.4920
MEM 472.929688 1718712601.5928
MEM 472.929688 1718712601.6936
MEM 472.929688 1718712601.7944
MEM 472.929688 1718712601.8952
MEM 472.929688 1718712601.9959
MEM 472.929688 1718712602.0966
MEM 472.929688 1718712602.1970
MEM 472.929688 1718712602.2978
MEM 472.929688 1718712602.3986
MEM 472.929688 1718712602.4994
MEM 472.929688 1718712602.6002
MEM 472.929688 1718712602.7010
MEM 472.929688 1718712602.8018
MEM 472.929688 1718712602.9026
MEM 472.929688 1718712603.0035
MEM 472.929688 1718712603.1043
MEM 472.929688 1718712603.2050
MEM 472.929688 1718712603.3058
MEM 472.929688 1718712603.4066
MEM 472.929688 1718712603.5074
MEM 472.929688 1718712603.6082
MEM 472.929688 1718712603.7090
MEM 472.929688 1718712603.8098
MEM 472.929688 1718712603.9105
MEM 472.929688 1718712604.0113
MEM 472.929688 1718712604.1122
MEM 472.929688 1718712604.2130
MEM 472.929688 1718712604.3137
MEM 472.929688 1718712604.4145
MEM 472.929688 1718712604.5153
MEM 472.929688 1718712604.6161
MEM 472.929688 1718712604.7169
MEM 472.929688 1718712604.8177
MEM 472.929688 1718712604.9184
MEM 472.929688 1718712605.0192
MEM 472.929688 1718712605.1200
MEM 472.929688 1718712605.2208
MEM 472.929688 1718712605.3216
MEM 472.929688 1718712605.4224
MEM 472.929688 1718712605.5232
MEM 472.929688 1718712605.6240
MEM 472.929688 1718712605.7248
MEM 472.929688 1718712605.8256
MEM 472.929688 1718712605.9264
MEM 472.929688 1718712606.0272
MEM 472.929688 1718712606.1275
MEM 472.929688 1718712606.2283
MEM 472.929688 1718712606.3290
MEM 472.929688 1718712606.4299
MEM 472.929688 1718712606.5307
MEM 472.929688 1718712606.6315
MEM 472.929688 1718712606.7323
MEM 472.929688 1718712606.8330
MEM 472.929688 1718712606.9338
MEM 472.929688 1718712607.0346
MEM 472.929688 1718712607.1353
MEM 472.929688 1718712607.2361
MEM 472.929688 1718712607.3369
MEM 472.929688 1718712607.4377
MEM 472.929688 1718712607.5385
MEM 472.929688 1718712607.6394
MEM 472.929688 1718712607.7401
MEM 472.929688 1718712607.8409
MEM 472.929688 1718712607.9417
MEM 472.929688 1718712608.0425
MEM 472.929688 1718712608.1433
MEM 472.929688 1718712608.2441
MEM 472.929688 1718712608.3449
MEM 472.929688 1718712608.4456
MEM 472.929688 1718712608.5464
MEM 472.929688 1718712608.6490
MEM 472.929688 1718712608.7530
MEM 472.929688 1718712608.8553
MEM 472.929688 1718712608.9561
MEM 472.929688 1718712609.0570
MEM 472.929688 1718712609.1577
MEM 472.929688 1718712609.2582
MEM 472.929688 1718712609.3590
MEM 472.929688 1718712609.4598
MEM 472.929688 1718712609.5605
MEM 472.929688 1718712609.6613
MEM 472.929688 1718712609.7621
MEM 472.929688 1718712609.8629
MEM 472.929688 1718712609.9637
MEM 472.929688 1718712610.0645
MEM 472.929688 1718712610.1650
MEM 472.929688 1718712610.2658
MEM 472.929688 1718712610.3666
MEM 472.929688 1718712610.4673
MEM 472.929688 1718712610.5681
MEM 472.929688 1718712610.6689
MEM 472.929688 1718712610.7696
MEM 472.929688 1718712610.8704
MEM 472.929688 1718712610.9712
MEM 472.929688 1718712611.0720
MEM 472.929688 1718712611.1728
MEM 472.929688 1718712611.2736
MEM 472.929688 1718712611.3744
MEM 472.929688 1718712611.4752
MEM 472.929688 1718712611.5760
MEM 472.929688 1718712611.6768
MEM 472.929688 1718712611.7776
MEM 472.929688 1718712611.8784
MEM 472.929688 1718712611.9792
MEM 472.929688 1718712612.0800
MEM 472.929688 1718712612.1809
MEM 472.929688 1718712612.2816
MEM 472.929688 1718712612.3824
MEM 472.929688 1718712612.4832
MEM 472.929688 1718712612.5840
MEM 472.929688 1718712612.6845
MEM 472.929688 1718712612.7850
MEM 472.929688 1718712612.8858
MEM 472.929688 1718712612.9866
MEM 472.929688 1718712613.0874
MEM 472.929688 1718712613.1882
MEM 472.929688 1718712613.2890
MEM 472.929688 1718712613.3898
MEM 472.929688 1718712613.4906
MEM 472.929688 1718712613.5913
MEM 472.929688 1718712613.6921
MEM 472.929688 1718712613.7929
MEM 472.929688 1718712613.8937
MEM 472.929688 1718712613.9945
MEM 472.929688 1718712614.0953
MEM 472.929688 1718712614.1961
MEM 472.929688 1718712614.2969
MEM 472.929688 1718712614.3978
MEM 472.929688 1718712614.4985
MEM 472.929688 1718712614.5993
MEM 472.929688 1718712614.7001
MEM 472.929688 1718712614.8009
MEM 472.929688 1718712614.9017
MEM 472.929688 1718712615.0025
MEM 472.929688 1718712615.1033
MEM 472.929688 1718712615.2040
MEM 472.929688 1718712615.3049
MEM 472.929688 1718712615.4057
MEM 472.929688 1718712615.5065
MEM 472.929688 1718712615.6072
MEM 472.929688 1718712615.7080
MEM 472.929688 1718712615.8088
MEM 472.929688 1718712615.9096
MEM 472.929688 1718712616.0104
MEM 472.929688 1718712616.1112
MEM 472.929688 1718712616.2120
MEM 472.929688 1718712616.3128
MEM 472.929688 1718712616.4136
MEM 472.929688 1718712616.5144
MEM 472.929688 1718712616.6152
MEM 472.929688 1718712616.7160
MEM 472.929688 1718712616.8168
MEM 472.929688 1718712616.9175
MEM 472.929688 1718712617.0183
MEM 472.929688 1718712617.1191
MEM 472.929688 1718712617.2199
MEM 472.929688 1718712617.3207
MEM 472.929688 1718712617.4215
MEM 472.929688 1718712617.5223
MEM 472.929688 1718712617.6231
MEM 472.929688 1718712617.7239
MEM 472.929688 1718712617.8247
MEM 472.929688 1718712617.9251
MEM 472.929688 1718712618.0259
MEM 472.929688 1718712618.1266
MEM 472.929688 1718712618.2274
MEM 472.929688 1718712618.3283
MEM 472.929688 1718712618.4290
MEM 472.929688 1718712618.5298
MEM 472.929688 1718712618.6306
MEM 472.929688 1718712618.7314
MEM 472.929688 1718712618.8322
MEM 472.929688 1718712618.9330
MEM 472.929688 1718712619.0338
MEM 472.929688 1718712619.1345
MEM 472.929688 1718712619.2353
MEM 472.929688 1718712619.3361
MEM 472.929688 1718712619.4369
MEM 472.929688 1718712619.5377
MEM 472.929688 1718712619.6385
MEM 472.929688 1718712619.7393
MEM 472.929688 1718712619.8401
MEM 472.929688 1718712619.9409
MEM 472.929688 1718712620.0417
MEM 472.929688 1718712620.1425
MEM 472.929688 1718712620.2433
MEM 472.929688 1718712620.3441
MEM 472.929688 1718712620.4449
MEM 472.929688 1718712620.5457
MEM 472.929688 1718712620.6465
MEM 472.929688 1718712620.7473
MEM 472.929688 1718712620.8481
MEM 472.929688 1718712620.9489
MEM 472.929688 1718712621.0497
MEM 472.929688 1718712621.1504
MEM 472.929688 1718712621.2512
MEM 472.929688 1718712621.3520
MEM 472.929688 1718712621.4528
MEM 472.929688 1718712621.5536
MEM 472.929688 1718712621.6544
MEM 472.929688 1718712621.7552
MEM 472.929688 1718712621.8560
MEM 472.929688 1718712621.9568
MEM 472.929688 1718712622.0576
MEM 472.929688 1718712622.1584
MEM 472.929688 1718712622.2592
MEM 472.929688 1718712622.3599
MEM 472.929688 1718712622.4608
MEM 472.929688 1718712622.5616
MEM 472.929688 1718712622.6624
MEM 472.929688 1718712622.7632
MEM 472.929688 1718712622.8640
MEM 472.929688 1718712622.9647
MEM 472.929688 1718712623.0656
MEM 472.929688 1718712623.1663
MEM 472.929688 1718712623.2671
MEM 472.929688 1718712623.3679
MEM 472.929688 1718712623.4688
MEM 472.929688 1718712623.5695
MEM 472.929688 1718712623.6703
MEM 472.929688 1718712623.7711
MEM 472.929688 1718712623.8719
MEM 472.929688 1718712623.9727
MEM 472.929688 1718712624.0734
MEM 472.929688 1718712624.1742
MEM 472.929688 1718712624.2750
MEM 472.929688 1718712624.3758
MEM 472.929688 1718712624.4766
MEM 472.929688 1718712624.5770
MEM 472.929688 1718712624.6778
MEM 472.929688 1718712624.7782
MEM 472.929688 1718712624.8792
MEM 472.929688 1718712624.9799
MEM 472.929688 1718712625.0808
MEM 472.929688 1718712625.1815
MEM 472.929688 1718712625.2823
MEM 472.929688 1718712625.3831
MEM 472.929688 1718712625.4839
MEM 472.929688 1718712625.5847
MEM 472.929688 1718712625.6853
MEM 472.929688 1718712625.7861
MEM 472.929688 1718712625.8869
MEM 472.929688 1718712625.9878
MEM 472.929688 1718712626.0886
MEM 472.929688 1718712626.1894
MEM 472.929688 1718712626.2902
MEM 472.929688 1718712626.3910
MEM 472.929688 1718712626.4918
MEM 472.929688 1718712626.5925
MEM 472.929688 1718712626.6933
MEM 472.929688 1718712626.7941
MEM 472.929688 1718712626.8948
MEM 472.929688 1718712626.9956
MEM 472.929688 1718712627.0964
MEM 472.929688 1718712627.1970
MEM 472.929688 1718712627.2978
MEM 472.929688 1718712627.3986
MEM 472.929688 1718712627.4994
MEM 472.929688 1718712627.6002
MEM 472.929688 1718712627.7010
MEM 472.929688 1718712627.8018
MEM 472.929688 1718712627.9026
MEM 472.929688 1718712628.0033
MEM 472.929688 1718712628.1042
MEM 472.929688 1718712628.2051
MEM 472.929688 1718712628.3059
MEM 472.929688 1718712628.4066
MEM 472.929688 1718712628.5074
MEM 472.929688 1718712628.6082
MEM 472.929688 1718712628.7090
MEM 472.929688 1718712628.8098
MEM 472.929688 1718712628.9106
MEM 472.929688 1718712629.0114
MEM 472.929688 1718712629.1123
MEM 472.929688 1718712629.2130
MEM 472.929688 1718712629.3138
MEM 472.929688 1718712629.4146
MEM 472.929688 1718712629.5152
MEM 472.929688 1718712629.6160
MEM 472.929688 1718712629.7168
MEM 472.929688 1718712629.8176
MEM 472.929688 1718712629.9184
MEM 472.929688 1718712630.0192
MEM 472.929688 1718712630.1200
MEM 472.929688 1718712630.2209
MEM 472.929688 1718712630.3216
MEM 472.929688 1718712630.4224
MEM 472.929688 1718712630.5232
MEM 472.929688 1718712630.6240
MEM 472.929688 1718712630.7249
MEM 472.929688 1718712630.8256
MEM 472.929688 1718712630.9264
MEM 472.929688 1718712631.0272
MEM 472.929688 1718712631.1280
MEM 472.929688 1718712631.2289
MEM 472.929688 1718712631.3296
MEM 472.929688 1718712631.4304
MEM 472.929688 1718712631.5312
MEM 472.929688 1718712631.6320
MEM 472.929688 1718712631.7328
MEM 472.929688 1718712631.8336
MEM 472.929688 1718712631.9343
MEM 472.929688 1718712632.0351
MEM 472.929688 1718712632.1359
MEM 472.929688 1718712632.2367
MEM 472.929688 1718712632.3370
MEM 472.929688 1718712632.4378
MEM 472.929688 1718712632.5386
MEM 472.929688 1718712632.6393
MEM 472.929688 1718712632.7401
MEM 472.929688 1718712632.8410
MEM 472.929688 1718712632.9417
MEM 472.929688 1718712633.0425
MEM 472.929688 1718712633.1433
MEM 472.929688 1718712633.2441
MEM 472.929688 1718712633.3450
MEM 472.929688 1718712633.4457
MEM 472.929688 1718712633.5465
MEM 472.929688 1718712633.6472
MEM 472.929688 1718712633.7480
MEM 472.929688 1718712633.8488
MEM 472.929688 1718712633.9496
MEM 472.929688 1718712634.0504
MEM 472.929688 1718712634.1512
MEM 472.929688 1718712634.2519
MEM 472.929688 1718712634.3528
MEM 472.929688 1718712634.4536
MEM 472.929688 1718712634.5543
MEM 472.929688 1718712634.6551
MEM 472.929688 1718712634.7559
MEM 472.929688 1718712634.8567
MEM 472.929688 1718712634.9575
MEM 472.929688 1718712635.0583
MEM 472.929688 1718712635.1591
MEM 472.929688 1718712635.2599
MEM 472.929688 1718712635.3607
MEM 472.929688 1718712635.4612
MEM 472.929688 1718712635.5621
MEM 472.929688 1718712635.6628
MEM 472.929688 1718712635.7636
MEM 472.929688 1718712635.8644
MEM 472.929688 1718712635.9650
MEM 472.929688 1718712636.0658
MEM 472.929688 1718712636.1666
MEM 472.929688 1718712636.2674
MEM 472.929688 1718712636.3682
MEM 472.929688 1718712636.4690
MEM 472.929688 1718712636.5698
MEM 472.929688 1718712636.6706
MEM 472.929688 1718712636.7714
MEM 472.929688 1718712636.8722
MEM 472.929688 1718712636.9730
MEM 472.929688 1718712637.0738
MEM 472.929688 1718712637.1746
MEM 472.929688 1718712637.2754
MEM 472.929688 1718712637.3761
MEM 472.929688 1718712637.4770
MEM 472.929688 1718712637.5779
MEM 472.929688 1718712637.6787
MEM 472.929688 1718712637.7794
MEM 472.929688 1718712637.8802
MEM 472.929688 1718712637.9810
MEM 472.929688 1718712638.0818
MEM 472.929688 1718712638.1826
MEM 472.929688 1718712638.2834
MEM 472.929688 1718712638.3841
