CMDLINE python3 train_vishwamai_model.py
MEM 621.679688 1718917696.7034
MEM 622.554688 1718917696.8042
MEM 622.554688 1718917696.9050
MEM 622.804688 1718917697.0059
MEM 626.429688 1718917697.1064
MEM 628.304688 1718917697.2072
MEM 628.304688 1718917697.3080
MEM 628.429688 1718917697.4088
MEM 628.429688 1718917697.5097
MEM 628.554688 1718917697.6106
MEM 632.804688 1718917697.7114
MEM 634.679688 1718917697.8123
MEM 681.554688 1718917697.9178
MEM 830.929688 1718917698.0186
MEM 831.679688 1718917698.1218
MEM 831.679688 1718917698.2258
MEM 849.429688 1718917698.3298
MEM 874.679688 1718917698.4306
MEM 781.996094 1718917698.5338
MEM 916.621094 1718917698.6378
MEM 734.542969 1718917698.7386
MEM 737.167969 1718917698.8395
MEM 739.167969 1718917698.9403
MEM 740.042969 1718917699.0411
MEM 740.167969 1718917699.1418
MEM 740.292969 1718917699.2426
MEM 740.292969 1718917699.3434
MEM 742.667969 1718917699.4442
MEM 744.292969 1718917699.5451
MEM 744.917969 1718917699.6459
MEM 748.042969 1718917699.7467
MEM 754.167969 1718917699.8476
MEM 755.417969 1718917699.9484
MEM 761.417969 1718917700.0498
MEM 762.042969 1718917700.1507
MEM 762.042969 1718917700.2538
MEM 763.042969 1718917700.3563
MEM 764.917969 1718917700.4572
MEM 766.417969 1718917700.5578
MEM 768.042969 1718917700.6586
MEM 771.417969 1718917700.7617
MEM 771.542969 1718917700.8626
MEM 771.667969 1718917700.9634
MEM 771.792969 1718917701.0642
MEM 771.792969 1718917701.1648
MEM 771.792969 1718917701.2657
MEM 773.042969 1718917701.3665
MEM 777.343750 1718917701.4674
MEM 781.480469 1718917701.5682
MEM 781.480469 1718917701.6690
MEM 783.355469 1718917701.7698
MEM 783.355469 1718917701.8706
MEM 783.480469 1718917701.9715
MEM 783.480469 1718917702.0723
MEM 783.480469 1718917702.1728
MEM 784.355469 1718917702.2738
MEM 785.855469 1718917702.3747
MEM 796.105469 1718917702.4755
MEM 798.230469 1718917702.5768
MEM 798.230469 1718917702.6818
MEM 798.230469 1718917702.7826
MEM 798.355469 1718917702.8834
MEM 798.480469 1718917702.9842
MEM 798.480469 1718917703.0850
MEM 798.605469 1718917703.1858
MEM 798.605469 1718917703.2866
MEM 798.605469 1718917703.3875
MEM 798.980469 1718917703.4883
MEM 799.980469 1718917703.5891
MEM 802.230469 1718917703.6900
MEM 804.605469 1718917703.7908
MEM 807.355469 1718917703.8917
MEM 940.855469 1718917703.9938
MEM 1003.855469 1718917704.0949
MEM 1003.855469 1718917704.1978
MEM 1009.230469 1718917704.2983
MEM 1032.855469 1718917704.4018
MEM 928.082031 1718917704.5058
MEM 945.667969 1718917704.6070
MEM 921.792969 1718917704.7080
MEM 931.792969 1718917704.8088
MEM 968.792969 1718917704.9098
MEM 1121.542969 1718917705.0106
MEM 1128.167969 1718917705.1138
MEM 1128.167969 1718917705.2167
MEM 1145.917969 1718917705.3178
MEM 1171.167969 1718917705.4186
MEM 1151.234375 1718917705.5192
MEM 1030.070312 1718917705.6200
MEM 1046.070312 1718917705.7212
MEM 947.968750 1718917705.8218
MEM 1063.968750 1718917705.9260
MEM 1144.218750 1718917706.0267
MEM 1144.218750 1718917706.1298
MEM 1144.218750 1718917706.2338
MEM 1164.343750 1718917706.3378
MEM 1190.343750 1718917706.4386
MEM 1194.402344 1718917706.5419
MEM 1046.136719 1718917706.6428
MEM 1008.253906 1718917706.7436
MEM 930.101562 1718917706.8444
MEM 930.226562 1718917706.9453
MEM 931.851562 1718917707.0461
MEM 1027.726562 1718917707.1486
MEM 1128.101562 1718917707.2498
MEM 1128.101562 1718917707.3538
MEM 1128.101562 1718917707.4547
MEM 1149.351562 1718917707.5578
MEM 1176.851562 1718917707.6586
MEM 1212.917969 1718917707.7618
MEM 1030.003906 1718917707.8626
MEM 1030.003906 1718917707.9634
MEM 1033.628906 1718917708.0643
MEM 1039.753906 1718917708.1652
MEM 1047.878906 1718917708.2660
MEM 1056.628906 1718917708.3672
MEM 1065.378906 1718917708.4680
MEM 1128.753906 1718917708.5688
MEM 1128.824219 1718917708.6697
MEM 1128.824219 1718917708.7706
MEM 1202.574219 1718917708.8738
MEM 1192.898438 1718917708.9748
MEM 1192.910156 1718917709.0756
MEM 1195.535156 1718917709.1767
MEM 1199.035156 1718917709.2776
MEM 1083.765625 1718917709.3788
MEM 1099.890625 1718917709.4818
MEM 1100.890625 1718917709.5826
MEM 1100.980469 1718917709.6841
MEM 1101.480469 1718917709.7858
MEM 1085.550781 1718917709.8866
MEM 1086.050781 1718917709.9899
MEM 1144.675781 1718917710.0939
MEM 1170.179688 1718917710.1978
MEM 1267.929688 1718917710.2986
MEM 1249.429688 1718917710.3995
MEM 1223.308594 1718917710.5004
MEM 1099.339844 1718917710.6018
MEM 1099.339844 1718917710.7044
MEM 1131.714844 1718917710.8058
MEM 1079.843750 1718917710.9066
MEM 1079.843750 1718917711.0074
MEM 1083.718750 1718917711.1082
MEM 1091.718750 1718917711.2098
MEM 1091.718750 1718917711.3106
MEM 1091.843750 1718917711.4114
MEM 1095.468750 1718917711.5122
MEM 1284.968750 1718917711.6138
MEM 1398.843750 1718917711.7146
MEM 1526.343750 1718917711.8154
MEM 1352.160156 1718917711.9162
MEM 1352.160156 1718917712.0171
MEM 1521.160156 1718917712.1178
MEM 1548.410156 1718917712.2218
MEM 1548.410156 1718917712.3228
MEM 1560.785156 1718917712.4243
MEM 1583.535156 1718917712.5251
MEM 1534.437500 1718917712.6298
MEM 1450.273438 1718917712.7306
MEM 1450.273438 1718917712.8314
MEM 1454.273438 1718917712.9338
MEM 1534.648438 1718917713.0349
MEM 1639.523438 1718917713.1380
MEM 1793.148438 1718917713.2418
MEM 1945.148438 1718917713.3435
MEM 2122.898438 1718917713.4458
MEM 2272.773438 1718917713.5498
MEM 2424.523438 1718917713.6538
MEM 2593.023438 1718917713.7554
MEM 2760.148438 1718917713.8578
MEM 2922.148438 1718917713.9600
MEM 3071.523438 1718917714.0617
MEM 3232.898438 1718917714.1654
MEM 3354.648438 1718917714.2658
MEM 3490.398438 1718917714.3673
MEM 3571.898438 1718917714.4681
MEM 3695.648438 1718917714.5689
MEM 3819.773438 1718917714.6698
MEM 3874.648438 1718917714.7706
MEM 3924.023438 1718917714.8714
MEM 4011.023438 1718917714.9723
MEM 4071.648438 1718917715.0732
MEM 4091.523438 1718917715.1752
MEM 4083.898438 1718917715.2761
MEM 4100.148438 1718917715.3769
MEM 4127.523438 1718917715.4777
MEM 4151.398438 1718917715.5785
MEM 4173.773438 1718917715.6793
MEM 4192.398438 1718917715.7801
MEM 4210.523438 1718917715.8858
MEM 4226.773438 1718917715.9898
MEM 4244.898438 1718917716.0920
MEM 4260.773438 1718917716.1928
MEM 4270.648438 1718917716.2938
MEM 4282.523438 1718917716.3978
MEM 4284.648438 1718917716.5040
MEM 4286.898438 1718917716.6058
MEM 0.000000 1718917718.6706
MEM 0.000000 1718917718.7778
MEM 0.000000 1718917718.8818
MEM 0.000000 1718917718.9859
MEM 0.000000 1718917719.0867
MEM 0.000000 1718917719.1884
MEM 0.000000 1718917719.2899
MEM 0.000000 1718917719.3907
