CMDLINE python3 train_vishwamai_model.py
MEM 387.308594 1718918422.9978
MEM 394.433594 1718918423.0985
MEM 401.308594 1718918423.1993
MEM 411.183594 1718918423.3001
MEM 415.933594 1718918423.4010
MEM 418.058594 1718918423.5017
MEM 421.433594 1718918423.6025
MEM 424.683594 1718918423.7032
MEM 431.933594 1718918423.8040
MEM 435.433594 1718918423.9048
MEM 437.933594 1718918424.0057
MEM 440.433594 1718918424.1065
MEM 445.058594 1718918424.2073
MEM 449.808594 1718918424.3082
MEM 450.183594 1718918424.4089
MEM 454.718750 1718918424.5097
MEM 457.343750 1718918424.6105
MEM 457.718750 1718918424.7113
MEM 459.093750 1718918424.8121
MEM 459.343750 1718918424.9127
MEM 459.593750 1718918425.0134
MEM 462.843750 1718918425.1138
MEM 466.593750 1718918425.2146
MEM 470.218750 1718918425.3154
MEM 471.718750 1718918425.4161
MEM 472.968750 1718918425.5169
MEM 483.093750 1718918425.6177
MEM 490.593750 1718918425.7185
MEM 497.593750 1718918425.8191
MEM 503.093750 1718918425.9198
MEM 509.968750 1718918426.0206
MEM 513.218750 1718918426.1209
MEM 518.843750 1718918426.2217
MEM 523.093750 1718918426.3224
MEM 526.843750 1718918426.4232
MEM 528.343750 1718918426.5239
MEM 530.468750 1718918426.6247
MEM 533.343750 1718918426.7254
MEM 534.343750 1718918426.8257
MEM 539.593750 1718918426.9265
MEM 540.718750 1718918427.0274
MEM 543.593750 1718918427.1282
MEM 544.468750 1718918427.2289
MEM 545.843750 1718918427.3297
MEM 548.468750 1718918427.4305
MEM 550.093750 1718918427.5313
MEM 552.093750 1718918427.6321
MEM 554.468750 1718918427.7329
MEM 554.843750 1718918427.8337
MEM 554.968750 1718918427.9345
MEM 555.468750 1718918428.0353
MEM 560.718750 1718918428.1378
MEM 572.218750 1718918428.2418
MEM 572.468750 1718918428.3426
MEM 572.593750 1718918428.4434
MEM 574.968750 1718918428.5442
MEM 575.093750 1718918428.6450
MEM 575.218750 1718918428.7457
MEM 584.343750 1718918428.8465
MEM 593.218750 1718918428.9473
MEM 603.468750 1718918429.0481
MEM 606.843750 1718918429.1489
MEM 612.593750 1718918429.2497
MEM 618.718750 1718918429.3505
MEM 620.468750 1718918429.4513
MEM 621.468750 1718918429.5522
MEM 621.593750 1718918429.6530
MEM 621.843750 1718918429.7538
MEM 625.093750 1718918429.8546
MEM 627.218750 1718918429.9555
MEM 627.218750 1718918430.0563
MEM 627.593750 1718918430.1571
MEM 627.718750 1718918430.2578
MEM 627.718750 1718918430.3586
MEM 631.843750 1718918430.4594
MEM 633.593750 1718918430.5603
MEM 634.468750 1718918430.6612
MEM 799.593750 1718918430.7618
MEM 830.968750 1718918430.8628
MEM 830.968750 1718918430.9658
MEM 842.843750 1718918431.0698
MEM 865.843750 1718918431.1705
MEM 732.847656 1718918431.2714
MEM 854.222656 1718918431.3738
MEM 733.273438 1718918431.4746
MEM 735.648438 1718918431.5755
MEM 738.398438 1718918431.6763
MEM 739.148438 1718918431.7770
MEM 739.398438 1718918431.8778
MEM 739.398438 1718918431.9786
MEM 739.523438 1718918432.0794
MEM 741.023438 1718918432.1803
MEM 742.398438 1718918432.2811
MEM 743.773438 1718918432.3818
MEM 746.148438 1718918432.4834
MEM 746.773438 1718918432.5857
MEM 749.523438 1718918432.6865
MEM 753.773438 1718918432.7873
MEM 758.523438 1718918432.8897
MEM 760.648438 1718918432.9906
MEM 761.648438 1718918433.0914
MEM 763.773438 1718918433.1922
MEM 765.398438 1718918433.2938
MEM 766.648438 1718918433.3950
MEM 770.148438 1718918433.4958
MEM 770.273438 1718918433.5966
MEM 770.398438 1718918433.6980
MEM 770.523438 1718918433.7988
MEM 770.523438 1718918433.8996
MEM 771.023438 1718918434.0004
MEM 772.398438 1718918434.1013
MEM 780.644531 1718918434.2018
MEM 780.761719 1718918434.3026
MEM 781.386719 1718918434.4034
MEM 781.386719 1718918434.5043
MEM 781.511719 1718918434.6051
MEM 781.636719 1718918434.7059
MEM 783.386719 1718918434.8068
MEM 784.761719 1718918434.9076
MEM 795.136719 1718918435.0084
MEM 797.261719 1718918435.1093
MEM 797.261719 1718918435.2098
MEM 797.261719 1718918435.3102
MEM 797.386719 1718918435.4111
MEM 797.511719 1718918435.5119
MEM 797.511719 1718918435.6127
MEM 797.636719 1718918435.7136
MEM 797.636719 1718918435.8144
MEM 797.761719 1718918435.9152
MEM 798.386719 1718918436.0160
MEM 799.886719 1718918436.1169
MEM 802.261719 1718918436.2178
MEM 804.261719 1718918436.3186
MEM 949.511719 1718918436.4194
MEM 1000.511719 1718918436.5218
MEM 1000.511719 1718918436.6227
MEM 1008.886719 1718918436.7258
MEM 1032.761719 1718918436.8298
MEM 956.164062 1718918436.9338
MEM 902.375000 1718918437.0346
MEM 904.125000 1718918437.1354
MEM 906.875000 1718918437.2362
MEM 918.125000 1718918437.3371
MEM 924.250000 1718918437.4378
MEM 934.125000 1718918437.5387
MEM 942.750000 1718918437.6395
MEM 948.648438 1718918437.7404
MEM 948.648438 1718918437.8412
MEM 950.398438 1718918437.9418
MEM 954.398438 1718918438.0426
MEM 958.148438 1718918438.1434
MEM 968.023438 1718918438.2458
MEM 986.273438 1718918438.3472
MEM 998.773438 1718918438.4480
MEM 1001.898438 1718918438.5488
MEM 998.875000 1718918438.6497
MEM 998.875000 1718918438.7538
MEM 979.375000 1718918438.8546
MEM 980.000000 1718918438.9578
MEM 980.375000 1718918439.0586
MEM 990.750000 1718918439.1595
MEM 1000.625000 1718918439.2619
MEM 1029.750000 1718918439.3635
MEM 961.601562 1718918439.4643
MEM 997.476562 1718918439.5652
MEM 1003.101562 1718918439.6658
MEM 1005.351562 1718918439.7666
MEM 1007.601562 1718918439.8674
MEM 1010.351562 1718918439.9682
MEM 1012.601562 1718918440.0690
MEM 1015.476562 1718918440.1698
MEM 1017.726562 1718918440.2705
MEM 1019.976562 1718918440.3714
MEM 1022.101562 1718918440.4722
MEM 1024.351562 1718918440.5730
MEM 1027.226562 1718918440.6738
MEM 993.566406 1718918440.7746
MEM 1102.816406 1718918440.8754
MEM 1189.941406 1718918440.9768
MEM 1189.941406 1718918441.0778
MEM 1192.191406 1718918441.1817
MEM 1216.191406 1718918441.2858
MEM 1091.847656 1718918441.3865
MEM 1225.328125 1718918441.4874
MEM 1091.808594 1718918441.5882
MEM 1091.808594 1718918441.6891
MEM 1191.808594 1718918441.7898
MEM 1287.183594 1718918441.8906
MEM 1202.671875 1718918441.9934
MEM 1234.796875 1718918442.0939
MEM 1267.671875 1718918442.1978
MEM 1291.921875 1718918442.3018
MEM 1291.921875 1718918442.4027
MEM 1291.921875 1718918442.5058
MEM 1291.921875 1718918442.6098
MEM 1291.921875 1718918442.7108
MEM 1291.921875 1718918442.8116
MEM 1355.671875 1718918442.9122
MEM 1427.421875 1718918443.0138
MEM 1304.316406 1718918443.1146
MEM 1295.523438 1718918443.2178
MEM 1329.273438 1718918443.3218
MEM 1361.523438 1718918443.4258
MEM 1391.273438 1718918443.5298
MEM 1391.773438 1718918443.6338
MEM 1391.773438 1718918443.7378
MEM 1391.773438 1718918443.8420
MEM 1391.773438 1718918443.9458
MEM 1422.273438 1718918444.0498
MEM 1454.125000 1718918444.1506
MEM 1404.957031 1718918444.2514
MEM 1419.804688 1718918444.3538
MEM 1451.804688 1718918444.4554
MEM 1484.054688 1718918444.5578
MEM 1492.554688 1718918444.6618
MEM 1492.554688 1718918444.7664
MEM 1492.554688 1718918444.8698
MEM 1492.554688 1718918444.9727
MEM 1506.054688 1718918445.0738
MEM 1616.898438 1718918445.1746
MEM 1555.679688 1718918445.2749
MEM 1497.031250 1718918445.3765
MEM 1565.281250 1718918445.4781
MEM 1691.656250 1718918445.5790
MEM 1768.531250 1718918445.6818
MEM 1846.781250 1718918445.7858
MEM 1925.781250 1718918445.8895
MEM 2003.281250 1718918445.9932
MEM 2082.406250 1718918446.0939
MEM 2117.781250 1718918446.1978
MEM 2142.406250 1718918446.2986
MEM 2166.781250 1718918446.4018
MEM 2190.656250 1718918446.5058
MEM 2211.406250 1718918446.6099
MEM 2237.156250 1718918446.7139
MEM 2290.531250 1718918446.8178
MEM 2335.281250 1718918446.9218
MEM 2370.156250 1718918447.0258
MEM 2435.406250 1718918447.1286
MEM 2513.781250 1718918447.2298
MEM 2592.656250 1718918447.3338
MEM 2670.781250 1718918447.4378
MEM 2705.781250 1718918447.5418
MEM 2729.281250 1718918447.6458
MEM 2755.656250 1718918447.7499
MEM 2780.281250 1718918447.8549
MEM 2801.531250 1718918447.9557
MEM 2829.281250 1718918448.0581
MEM 2860.031250 1718918448.1618
MEM 2893.781250 1718918448.2627
MEM 2973.156250 1718918448.3658
MEM 3052.281250 1718918448.4667
MEM 3130.781250 1718918448.5675
MEM 3209.781250 1718918448.6698
MEM 3280.281250 1718918448.7702
MEM 3093.378906 1718918448.8740
MEM 3203.003906 1718918448.9749
MEM 3418.003906 1718918449.0778
MEM 3636.128906 1718918449.1787
MEM 3825.128906 1718918449.2818
MEM 3868.128906 1718918449.3830
MEM 3935.503906 1718918449.4858
MEM 4019.753906 1718918449.5879
MEM 4054.503906 1718918449.6898
MEM 4046.378906 1718918449.7906
MEM 4088.003906 1718918449.8945
MEM 4105.878906 1718918449.9977
MEM 4152.253906 1718918450.1018
MEM 4163.753906 1718918450.2052
MEM 4184.128906 1718918450.3059
MEM 4192.878906 1718918450.4134
MEM 4197.128906 1718918450.5141
MEM 4227.628906 1718918450.6178
MEM 4240.753906 1718918450.7194
MEM 4246.253906 1718918450.8202
MEM 4264.378906 1718918450.9211
MEM 4273.628906 1718918451.0220
MEM 0.000000 1718918452.8980
MEM 0.000000 1718918453.0485
MEM 0.000000 1718918453.1501
MEM 0.000000 1718918453.2509
MEM 0.000000 1718918453.3539
MEM 0.000000 1718918453.4552
MEM 0.000000 1718918453.5561
MEM 0.000000 1718918453.6578
MEM 0.000000 1718918453.7584
