CMDLINE python3 train_vishwamai_model.py
MEM 896.921875 1718985146.9687
MEM 918.171875 1718985147.0699
MEM 1049.796875 1718985147.1738
MEM 878.074219 1718985147.2778
MEM 945.824219 1718985147.3818
MEM 878.437500 1718985147.4827
MEM 895.097656 1718985147.5835
MEM 863.148438 1718985147.6843
MEM 895.148438 1718985147.7852
MEM 895.273438 1718985147.8861
MEM 895.398438 1718985147.9869
MEM 895.523438 1718985148.0877
MEM 895.523438 1718985148.1886
MEM 895.523438 1718985148.2895
MEM 895.523438 1718985148.3904
MEM 922.398438 1718985148.4938
MEM 919.589844 1718985148.5946
MEM 931.714844 1718985148.6954
MEM 931.714844 1718985148.7963
MEM 803.757812 1718985148.8971
MEM 803.757812 1718985148.9980
MEM 803.757812 1718985149.0989
MEM 803.757812 1718985149.1997
MEM 803.882812 1718985149.3005
MEM 803.882812 1718985149.4014
MEM 863.507812 1718985149.5058
MEM 963.882812 1718985149.6067
MEM 959.472656 1718985149.7098
MEM 933.222656 1718985149.8108
MEM 1010.222656 1718985149.9139
MEM 992.679688 1718985150.0147
MEM 994.304688 1718985150.1178
MEM 1110.179688 1718985150.2218
MEM 1054.062500 1718985150.3227
MEM 1164.816406 1718985150.4258
MEM 1270.066406 1718985150.5298
MEM 1381.691406 1718985150.6338
MEM 1493.316406 1718985150.7378
MEM 1603.691406 1718985150.8418
MEM 1569.941406 1718985150.9459
MEM 1759.316406 1718985151.0498
MEM 1915.941406 1718985151.1539
MEM 1912.007812 1718985151.2547
MEM 1540.019531 1718985151.3578
MEM 1540.019531 1718985151.4589
MEM 1704.269531 1718985151.5618
MEM 1932.519531 1718985151.6658
MEM 2106.019531 1718985151.7686
MEM 2257.519531 1718985151.8699
MEM 2402.269531 1718985151.9710
MEM 2547.019531 1718985152.0720
MEM 2051.933594 1718985152.1739
MEM 2236.433594 1718985152.2778
MEM 2460.683594 1718985152.3818
MEM 2193.953125 1718985152.4827
MEM 2120.222656 1718985152.5851
MEM 2138.097656 1718985152.6859
MEM 2155.972656 1718985152.7870
MEM 2174.472656 1718985152.8898
MEM 2156.851562 1718985152.9906
MEM 2130.476562 1718985153.0938
MEM 2152.226562 1718985153.1978
MEM 2173.976562 1718985153.3018
MEM 2236.015625 1718985153.4026
MEM 1533.437500 1718985153.5034
MEM 901.269531 1718985153.6058
MEM 922.394531 1718985153.7067
MEM 944.019531 1718985153.8098
MEM 977.644531 1718985153.9139
MEM 899.972656 1718985154.0178
MEM 899.972656 1718985154.1218
MEM 836.027344 1718985154.2226
MEM 885.402344 1718985154.3258
MEM 964.011719 1718985154.4266
MEM 913.132812 1718985154.5298
MEM 980.632812 1718985154.6338
MEM 993.714844 1718985154.7347
MEM 996.464844 1718985154.8379
MEM 1117.839844 1718985154.9420
MEM 1056.019531 1718985155.0428
MEM 1160.910156 1718985155.1459
MEM 1265.285156 1718985155.2467
MEM 1353.785156 1718985155.3498
MEM 1438.410156 1718985155.4538
MEM 1520.410156 1718985155.5579
MEM 1614.910156 1718985155.6618
MEM 1556.312500 1718985155.7658
MEM 1773.812500 1718985155.8698
MEM 1983.437500 1718985155.9717
MEM 1597.468750 1718985156.0725
MEM 1540.058594 1718985156.1738
MEM 1600.433594 1718985156.2778
MEM 1764.683594 1718985156.3819
MEM 1935.933594 1718985156.4859
MEM 2112.308594 1718985156.5898
MEM 2258.433594 1718985156.6940
MEM 2410.433594 1718985156.7979
MEM 2561.058594 1718985156.8988
MEM 2052.054688 1718985157.0018
MEM 2264.929688 1718985157.1058
MEM 2489.054688 1718985157.2098
MEM 2109.468750 1718985157.3106
MEM 2123.058594 1718985157.4138
MEM 2141.058594 1718985157.5178
MEM 2159.308594 1718985157.6219
MEM 2177.558594 1718985157.7250
MEM 2142.183594 1718985157.8258
MEM 2135.812500 1718985157.9298
MEM 2157.187500 1718985158.0335
MEM 2178.937500 1718985158.1378
MEM 2072.023438 1718985158.2386
MEM 1362.371094 1718985158.3394
MEM 907.261719 1718985158.4418
MEM 929.386719 1718985158.5458
MEM 951.261719 1718985158.6498
MEM 1049.261719 1718985158.7538
MEM 899.964844 1718985158.8578
MEM 935.714844 1718985158.9619
MEM 875.863281 1718985159.0640
MEM 930.738281 1718985159.1658
MEM 949.390625 1718985159.2666
MEM 958.140625 1718985159.3698
MEM 1050.015625 1718985159.4706
MEM 1041.324219 1718985159.5715
MEM 1033.449219 1718985159.6738
MEM 1168.324219 1718985159.7778
MEM 1069.707031 1718985159.8817
MEM 1207.582031 1718985159.9849
MEM 1314.582031 1718985160.0858
MEM 1422.707031 1718985160.1906
MEM 1533.957031 1718985160.2938
MEM 1645.457031 1718985160.3979
MEM 1618.875000 1718985160.5018
MEM 1836.375000 1718985160.6059
MEM 2053.625000 1718985160.7069
MEM 1571.996094 1718985160.8098
MEM 1571.996094 1718985160.9138
MEM 1696.871094 1718985161.0179
MEM 1873.246094 1718985161.1220
MEM 2045.871094 1718985161.2236
MEM 2137.246094 1718985161.3258
MEM 2279.371094 1718985161.4298
MEM 2409.871094 1718985161.5338
MEM 2527.371094 1718985161.6378
MEM 2406.644531 1718985161.7387
MEM 2144.441406 1718985161.8419
MEM 2353.816406 1718985161.9452
MEM 2556.941406 1718985162.0477
MEM 2084.066406 1718985162.1485
MEM 2155.441406 1718985162.2498
MEM 2173.941406 1718985162.3538
MEM 2192.066406 1718985162.4578
MEM 2209.566406 1718985162.5587
MEM 2174.160156 1718985162.6595
MEM 2166.664062 1718985162.7618
MEM 2188.289062 1718985162.8658
MEM 2210.414062 1718985162.9698
MEM 2148.066406 1718985163.0706
MEM 1432.289062 1718985163.1714
MEM 937.046875 1718985163.2738
MEM 958.671875 1718985163.3778
MEM 980.546875 1718985163.4818
MEM 1050.921875 1718985163.5849
MEM 931.976562 1718985163.6859
MEM 931.976562 1718985163.7867
MEM 875.839844 1718985163.8898
MEM 931.339844 1718985163.9938
MEM 948.421875 1718985164.0946
MEM 958.421875 1718985164.1978
MEM 1066.921875 1718985164.3018
MEM 1058.117188 1718985164.4027
MEM 1043.492188 1718985164.5058
MEM 1150.093750 1718985164.6066
MEM 1090.843750 1718985164.7099
MEM 1234.968750 1718985164.8138
MEM 1347.718750 1718985164.9178
MEM 1454.093750 1718985165.0220
MEM 1562.093750 1718985165.1258
MEM 1675.218750 1718985165.2298
MEM 1676.210938 1718985165.3307
MEM 1899.085938 1718985165.4339
MEM 2023.984375 1718985165.5347
MEM 1571.996094 1718985165.6380
MEM 1571.996094 1718985165.7389
MEM 1737.121094 1718985165.8418
MEM 1965.121094 1718985165.9458
MEM 2136.621094 1718985166.0498
MEM 2292.621094 1718985166.1538
MEM 2449.121094 1718985166.2581
MEM 2595.621094 1718985166.3590
MEM 2083.992188 1718985166.4608
MEM 2290.242188 1718985166.5618
MEM 2516.492188 1718985166.6658
MEM 2255.007812 1718985166.7699
MEM 2132.824219 1718985166.8738
MEM 2160.074219 1718985166.9778
MEM 2177.449219 1718985167.0818
MEM 2194.574219 1718985167.1849
MEM 2210.199219 1718985167.2858
MEM 2189.597656 1718985167.3866
MEM 2163.601562 1718985167.4898
MEM 2184.851562 1718985167.5938
MEM 2206.226562 1718985167.6960
MEM 2256.015625 1718985167.7968
MEM 1565.437500 1718985167.8977
MEM 934.269531 1718985168.0012
MEM 955.394531 1718985168.1019
MEM 977.019531 1718985168.2058
MEM 1020.894531 1718985168.3098
MEM 932.058594 1718985168.4138
MEM 932.058594 1718985168.5152
MEM 959.175781 1718985168.6178
MEM 932.054688 1718985168.7187
MEM 932.054688 1718985168.8197
MEM 932.054688 1718985168.9205
MEM 868.078125 1718985169.0214
MEM 868.078125 1718985169.1218
MEM 868.078125 1718985169.2227
MEM 868.203125 1718985169.3236
MEM 868.328125 1718985169.4245
MEM 868.328125 1718985169.5254
MEM 868.453125 1718985169.6262
MEM 868.453125 1718985169.7270
MEM 868.703125 1718985169.8298
MEM 836.769531 1718985169.9307
MEM 836.769531 1718985170.0315
MEM 841.394531 1718985170.1324
MEM 867.394531 1718985170.2332
MEM 867.394531 1718985170.3341
MEM 867.519531 1718985170.4358
MEM 869.394531 1718985170.5378
MEM 891.644531 1718985170.6387
MEM 891.769531 1718985170.7395
MEM 891.769531 1718985170.8404
MEM 903.894531 1718985170.9412
MEM 903.894531 1718985171.0419
MEM 927.894531 1718985171.1427
MEM 927.894531 1718985171.2436
MEM 928.019531 1718985171.3444
MEM 892.230469 1718985171.4449
MEM 892.230469 1718985171.5458
MEM 892.230469 1718985171.6466
MEM 906.730469 1718985171.7475
MEM 906.730469 1718985171.8483
MEM 906.855469 1718985171.9498
MEM 947.480469 1718985172.0525
MEM 1036.730469 1718985172.1539
MEM 1031.050781 1718985172.2547
MEM 1024.550781 1718985172.3579
MEM 1146.425781 1718985172.4597
MEM 1074.171875 1718985172.5606
MEM 1101.433594 1718985172.6618
MEM 1237.808594 1718985172.7658
MEM 1137.246094 1718985172.8698
MEM 1197.902344 1718985172.9707
MEM 1320.652344 1718985173.0738
MEM 1430.902344 1718985173.1778
MEM 1541.902344 1718985173.2818
MEM 1653.152344 1718985173.3844
MEM 1753.777344 1718985173.4858
MEM 1793.230469 1718985173.5868
MEM 2017.105469 1718985173.6898
MEM 1837.167969 1718985173.7907
MEM 1628.226562 1718985173.8938
MEM 1653.976562 1718985173.9978
MEM 1875.101562 1718985174.1010
MEM 2096.351562 1718985174.2020
MEM 2262.476562 1718985174.3059
MEM 2415.351562 1718985174.4098
MEM 2564.726562 1718985174.5138
MEM 2352.210938 1718985174.6146
MEM 2232.847656 1718985174.7180
MEM 2456.972656 1718985174.8218
MEM 2614.339844 1718985174.9227
MEM 2181.593750 1718985175.0259
MEM 2218.968750 1718985175.1298
MEM 2237.218750 1718985175.2338
MEM 2255.718750 1718985175.3379
MEM 2206.199219 1718985175.4387
MEM 2210.472656 1718985175.5399
MEM 2231.722656 1718985175.6418
MEM 2253.222656 1718985175.7458
MEM 2330.722656 1718985175.8476
MEM 1924.746094 1718985175.9487
MEM 1223.328125 1718985176.0496
MEM 1002.640625 1718985176.1538
MEM 1024.140625 1718985176.2578
MEM 1046.015625 1718985176.3618
MEM 1128.164062 1718985176.4644
MEM 988.156250 1718985176.5658
MEM 1016.265625 1718985176.6666
MEM 952.644531 1718985176.7699
MEM 1068.019531 1718985176.8738
MEM 1044.179688 1718985176.9746
MEM 1037.062500 1718985177.0778
MEM 1180.187500 1718985177.1793
MEM 1052.214844 1718985177.2802
MEM 1105.964844 1718985177.3818
MEM 1142.367188 1718985177.4826
MEM 1154.371094 1718985177.5859
MEM 1289.621094 1718985177.6868
MEM 1400.121094 1718985177.7898
MEM 1509.371094 1718985177.8939
MEM 1618.246094 1718985177.9980
MEM 1726.621094 1718985178.1010
MEM 1750.917969 1718985178.2058
MEM 1977.042969 1718985178.3101
MEM 1988.761719 1718985178.4139
MEM 1628.292969 1718985178.5147
MEM 1628.292969 1718985178.6174
MEM 1657.167969 1718985178.7179
MEM 1885.167969 1718985178.8219
MEM 2113.667969 1718985178.9259
MEM 2266.542969 1718985179.0299
MEM 2422.667969 1718985179.1338
MEM 2581.292969 1718985179.2379
MEM 2274.277344 1718985179.3388
MEM 2258.539062 1718985179.4418
MEM 2465.914062 1718985179.5428
MEM 2576.523438 1718985179.6436
MEM 2188.410156 1718985179.7459
MEM 2220.160156 1718985179.8498
MEM 2239.285156 1718985179.9578
MEM 2256.910156 1718985180.0619
MEM 2208.164062 1718985180.1627
MEM 2213.167969 1718985180.2658
MEM 2234.792969 1718985180.3698
MEM 2256.917969 1718985180.4738
MEM 2364.542969 1718985180.5778
MEM 1802.164062 1718985180.6787
MEM 1071.703125 1718985180.7795
MEM 1006.171875 1718985180.8818
MEM 1028.421875 1718985180.9858
MEM 1049.546875 1718985181.0867
MEM 1014.386719 1718985181.1875
MEM 988.265625 1718985181.2898
MEM 956.257812 1718985181.3907
MEM 924.289062 1718985181.4915
MEM 924.289062 1718985181.5923
MEM 958.664062 1718985181.6938
MEM 976.164062 1718985181.7947
MEM 976.164062 1718985181.8955
MEM 976.164062 1718985181.9964
MEM 976.164062 1718985182.0973
MEM 976.164062 1718985182.1981
MEM 976.164062 1718985182.2998
MEM 1026.664062 1718985182.4018
MEM 1117.039062 1718985182.5059
MEM 1097.187500 1718985182.6067
MEM 1083.687500 1718985182.7098
MEM 1225.312500 1718985182.8133
MEM 1109.984375 1718985182.9173
MEM 1164.859375 1718985183.0179
MEM 1169.042969 1718985183.1188
MEM 1217.917969 1718985183.2219
MEM 1357.167969 1718985183.3258
MEM 1468.417969 1718985183.4298
MEM 1575.917969 1718985183.5339
MEM 1684.542969 1718985183.6348
MEM 1793.167969 1718985183.7356
MEM 1812.667969 1718985183.8365
MEM 2029.042969 1718985183.9378
MEM 2185.417969 1718985184.0388
MEM 1680.316406 1718985184.1399
MEM 1680.316406 1718985184.2418
MEM 1729.941406 1718985184.3458
MEM 1957.566406 1718985184.4498
MEM 2174.066406 1718985184.5538
MEM 2328.191406 1718985184.6578
MEM 2486.691406 1718985184.7618
MEM 2641.191406 1718985184.8658
MEM 2325.488281 1718985184.9666
MEM 2309.937500 1718985185.0700
MEM 2534.562500 1718985185.1738
MEM 2570.289062 1718985185.2746
MEM 2251.808594 1718985185.3779
MEM 2273.433594 1718985185.4818
MEM 2291.808594 1718985185.5858
MEM 2310.433594 1718985185.6899
MEM 2271.437500 1718985185.7907
MEM 2266.312500 1718985185.8938
MEM 2288.187500 1718985185.9978
MEM 2309.562500 1718985186.1005
MEM 2432.312500 1718985186.2058
MEM 1787.316406 1718985186.3067
MEM 1066.371094 1718985186.4075
MEM 1059.750000 1718985186.5098
MEM 1081.500000 1718985186.6138
MEM 1102.500000 1718985186.7178
MEM 1040.230469 1718985186.8186
MEM 1040.230469 1718985186.9218
MEM 976.218750 1718985187.0226
MEM 1015.968750 1718985187.1258
MEM 1161.218750 1718985187.2298
MEM 1047.757812 1718985187.3338
MEM 1101.757812 1718985187.4347
MEM 1115.238281 1718985187.5358
MEM 1130.488281 1718985187.6378
MEM 1222.488281 1718985187.7416
MEM 1194.226562 1718985187.8425
MEM 1242.851562 1718985187.9444
MEM 1361.601562 1718985188.0452
MEM 1471.976562 1718985188.1498
MEM 1583.351562 1718985188.2539
MEM 1690.476562 1718985188.3578
MEM 1793.226562 1718985188.4587
MEM 1814.644531 1718985188.5618
MEM 2038.769531 1718985188.6658
MEM 1992.253906 1718985188.7667
MEM 1680.265625 1718985188.8699
MEM 1680.265625 1718985188.9707
MEM 1888.015625 1718985189.0739
MEM 2116.390625 1718985189.1778
MEM 2287.890625 1718985189.2818
MEM 2445.140625 1718985189.3858
