CMDLINE python3 train_vishwamai_model.py
MEM 853.046875 1718984652.7538
MEM 797.058594 1718984652.8553
MEM 868.058594 1718984652.9579
MEM 1002.933594 1718984653.0618
MEM 898.312500 1718984653.1658
MEM 953.562500 1718984653.2698
MEM 960.742188 1718984653.3707
MEM 974.867188 1718984653.4716
MEM 1046.242188 1718984653.5740
MEM 1055.656250 1718984653.6748
MEM 1104.406250 1718984653.7778
MEM 1229.781250 1718984653.8818
MEM 1341.656250 1718984653.9858
MEM 1454.281250 1718984654.0884
MEM 1563.781250 1718984654.1898
MEM 1636.660156 1718984654.2906
MEM 1715.679688 1718984654.3938
MEM 1926.929688 1718984654.4978
MEM 1933.027344 1718984654.6012
MEM 1534.671875 1718984654.7058
MEM 1534.671875 1718984654.8098
MEM 1699.921875 1718984654.9140
MEM 1919.796875 1718984655.0178
MEM 2110.171875 1718984655.1219
MEM 2260.546875 1718984655.2258
MEM 2417.796875 1718984655.3305
MEM 2520.808594 1718984655.4313
MEM 2057.187500 1718984655.5338
MEM 2280.187500 1718984655.6378
MEM 2506.187500 1718984655.7420
MEM 2046.683594 1718984655.8428
MEM 2119.433594 1718984655.9458
MEM 2138.058594 1718984656.0498
MEM 2156.558594 1718984656.1538
MEM 2174.058594 1718984656.2547
MEM 2110.687500 1718984656.3558
MEM 2131.562500 1718984656.4578
MEM 2154.062500 1718984656.5658
MEM 2174.562500 1718984656.6666
MEM 2008.703125 1718984656.7674
MEM 1318.558594 1718984656.8682
MEM 869.671875 1718984656.9698
MEM 891.296875 1718984657.0738
MEM 912.921875 1718984657.1778
MEM 1006.796875 1718984657.2818
MEM 872.371094 1718984657.3858
MEM 893.996094 1718984657.4883
MEM 825.562500 1718984657.5897
MEM 881.687500 1718984657.6907
MEM 920.722656 1718984657.7915
MEM 905.101562 1718984657.8938
MEM 954.101562 1718984657.9978
MEM 1084.644531 1718984658.0986
MEM 966.523438 1718984658.2018
MEM 1021.148438 1718984658.3049
MEM 1037.367188 1718984658.4058
MEM 1080.492188 1718984658.5069
MEM 1217.117188 1718984658.6099
MEM 1325.492188 1718984658.7139
MEM 1434.492188 1718984658.8163
MEM 1541.367188 1718984658.9178
MEM 1647.617188 1718984659.0187
MEM 1669.433594 1718984659.1220
MEM 1893.433594 1718984659.2258
MEM 1857.253906 1718984659.3268
MEM 1534.664062 1718984659.4298
MEM 1534.664062 1718984659.5326
MEM 1752.039062 1718984659.6336
MEM 1968.539062 1718984659.7379
MEM 2084.789062 1718984659.8387
MEM 2217.789062 1718984659.9395
MEM 2368.164062 1718984660.0404
MEM 2513.914062 1718984660.1412
MEM 2141.960938 1718984660.2421
MEM 2175.292969 1718984660.3430
MEM 2380.417969 1718984660.4458
MEM 2482.929688 1718984660.5467
MEM 2094.566406 1718984660.6499
MEM 2126.441406 1718984660.7538
MEM 2144.441406 1718984660.8578
MEM 2162.941406 1718984660.9619
MEM 2111.437500 1718984661.0627
MEM 2118.937500 1718984661.1658
MEM 2140.437500 1718984661.2687
MEM 2161.562500 1718984661.3698
MEM 2262.562500 1718984661.4738
MEM 1755.335938 1718984661.5747
MEM 1053.917969 1718984661.6755
MEM 877.722656 1718984661.7778
MEM 899.472656 1718984661.8818
MEM 921.222656 1718984661.9858
MEM 952.816406 1718984662.0862
MEM 880.941406 1718984662.1898
MEM 924.765625 1718984662.2906
MEM 893.636719 1718984662.3914
MEM 894.796875 1718984662.4923
MEM 862.753906 1718984662.5931
MEM 894.878906 1718984662.6938
MEM 895.003906 1718984662.7946
MEM 895.003906 1718984662.8955
MEM 895.128906 1718984662.9964
MEM 895.128906 1718984663.0973
MEM 895.128906 1718984663.1981
MEM 902.128906 1718984663.3018
MEM 921.003906 1718984663.4027
MEM 925.003906 1718984663.5035
MEM 931.207031 1718984663.6052
MEM 931.332031 1718984663.7058
MEM 803.371094 1718984663.8067
MEM 803.371094 1718984663.9075
MEM 803.371094 1718984664.0083
MEM 803.371094 1718984664.1091
MEM 803.496094 1718984664.2098
MEM 803.496094 1718984664.3106
MEM 834.746094 1718984664.4115
MEM 887.746094 1718984664.5138
MEM 925.789062 1718984664.6146
MEM 916.042969 1718984664.7178
MEM 991.667969 1718984664.8214
MEM 999.476562 1718984664.9258
MEM 992.316406 1718984665.0300
MEM 1089.441406 1718984665.1308
MEM 1080.609375 1718984665.2317
MEM 1135.734375 1718984665.3326
MEM 1246.484375 1718984665.4339
MEM 1358.609375 1718984665.5378
MEM 1465.484375 1718984665.6418
MEM 1577.109375 1718984665.7458
MEM 1601.632812 1718984665.8466
MEM 1734.148438 1718984665.9498
MEM 1959.148438 1718984666.0538
MEM 1672.839844 1718984666.1550
MEM 1539.664062 1718984666.2579
MEM 1584.289062 1718984666.3618
MEM 1810.414062 1718984666.4658
MEM 2039.289062 1718984666.5698
MEM 2197.664062 1718984666.6738
MEM 2356.164062 1718984666.7778
MEM 2513.914062 1718984666.8818
MEM 2129.656250 1718984666.9826
MEM 2188.542969 1718984667.0858
MEM 2412.917969 1718984667.1899
MEM 2373.730469 1718984667.2909
MEM 2114.500000 1718984667.3922
MEM 2133.000000 1718984667.4938
MEM 2151.625000 1718984667.5978
MEM 2170.250000 1718984667.7018
MEM 2134.628906 1718984667.8026
MEM 2126.378906 1718984667.9058
MEM 2148.003906 1718984668.0098
MEM 2169.753906 1718984668.1138
MEM 2297.253906 1718984668.2178
MEM 1633.710938 1718984668.3186
MEM 925.839844 1718984668.4194
MEM 919.343750 1718984668.5218
MEM 940.968750 1718984668.6245
MEM 962.593750 1718984668.7253
MEM 1059.468750 1718984668.8259
MEM 899.621094 1718984668.9298
MEM 899.621094 1718984669.0339
MEM 945.121094 1718984669.1385
MEM 847.734375 1718984669.2418
MEM 917.734375 1718984669.3459
MEM 927.593750 1718984669.4467
MEM 932.593750 1718984669.5498
MEM 1055.468750 1718984669.6539
MEM 963.664062 1718984669.7543
MEM 1016.664062 1718984669.8579
MEM 1035.628906 1718984669.9587
MEM 1068.515625 1718984670.0619
MEM 1203.390625 1718984670.1658
MEM 1294.015625 1718984670.2698
MEM 1380.890625 1718984670.3739
MEM 1483.765625 1718984670.4778
MEM 1587.140625 1718984670.5822
MEM 1539.746094 1718984670.6830
MEM 1756.371094 1718984670.7858
MEM 1963.621094 1718984670.8898
MEM 1672.929688 1718984670.9907
MEM 1539.753906 1718984671.0938
MEM 1589.253906 1718984671.1979
MEM 1812.003906 1718984671.3018
MEM 2036.253906 1718984671.4059
MEM 2193.003906 1718984671.5098
MEM 2348.253906 1718984671.6116
MEM 2502.378906 1718984671.7125
MEM 2146.988281 1718984671.8133
MEM 2170.320312 1718984671.9139
MEM 2392.320312 1718984672.0178
MEM 2425.671875 1718984672.1186
MEM 2111.316406 1718984672.2211
MEM 2132.566406 1718984672.3219
MEM 2150.691406 1718984672.4244
MEM 2168.691406 1718984672.5258
MEM 2121.195312 1718984672.6266
MEM 2125.195312 1718984672.7298
MEM 2146.945312 1718984672.8338
MEM 2168.570312 1718984672.9377
MEM 2286.195312 1718984673.0418
MEM 1667.691406 1718984673.1427
MEM 963.703125 1718984673.2435
MEM 918.824219 1718984673.3443
MEM 940.449219 1718984673.4458
MEM 961.949219 1718984673.5499
MEM 899.730469 1718984673.6538
MEM 899.730469 1718984673.7579
MEM 867.722656 1718984673.8587
MEM 905.222656 1718984673.9596
MEM 1033.597656 1718984674.0605
MEM 934.320312 1718984674.1658
MEM 989.195312 1718984674.2698
MEM 1021.882812 1718984674.3707
MEM 1005.761719 1718984674.4740
MEM 1059.636719 1718984674.5755
MEM 1174.511719 1718984674.6778
MEM 1066.671875 1718984674.7819
MEM 1202.921875 1718984674.8827
MEM 1313.671875 1718984674.9858
MEM 1422.421875 1718984675.0898
MEM 1532.921875 1718984675.1939
MEM 1643.546875 1718984675.2979
MEM 1608.796875 1718984675.4018
MEM 1774.796875 1718984675.5042
MEM 1950.171875 1718984675.6058
MEM 1823.695312 1718984675.7067
MEM 1571.710938 1718984675.8098
MEM 1571.710938 1718984675.9107
MEM 1792.960938 1718984676.0138
MEM 2006.460938 1718984676.1178
MEM 2175.460938 1718984676.2209
MEM 2325.960938 1718984676.3219
MEM 2478.210938 1718984676.4244
MEM 2482.070312 1718984676.5252
MEM 2125.464844 1718984676.6299
MEM 2349.089844 1718984676.7338
MEM 2570.839844 1718984676.8376
MEM 2095.960938 1718984676.9390
MEM 2158.460938 1718984677.0418
MEM 2176.710938 1718984677.1458
MEM 2195.210938 1718984677.2498
MEM 2211.710938 1718984677.3541
MEM 2150.964844 1718984677.4580
MEM 2172.464844 1718984677.5618
MEM 2194.214844 1718984677.6658
MEM 2241.839844 1718984677.7698
MEM 1981.882812 1718984677.8706
MEM 1280.464844 1718984677.9715
MEM 941.503906 1718984678.0723
MEM 962.628906 1718984678.1731
MEM 983.878906 1718984678.2739
MEM 1086.503906 1718984678.3778
MEM 931.699219 1718984678.4818
MEM 973.199219 1718984678.5858
MEM 887.746094 1718984678.6898
MEM 976.621094 1718984678.7939
MEM 963.015625 1718984678.8947
MEM 965.765625 1718984678.9978
MEM 1091.640625 1718984679.1018
MEM 995.722656 1718984679.2027
MEM 1048.972656 1718984679.3058
MEM 1059.660156 1718984679.4066
MEM 1102.265625 1718984679.5099
MEM 1237.765625 1718984679.6138
MEM 1350.390625 1718984679.7178
MEM 1461.640625 1718984679.8219
MEM 1569.015625 1718984679.9227
MEM 1656.140625 1718984680.0258
MEM 1590.808594 1718984680.1298
MEM 1745.433594 1718984680.2338
MEM 1968.433594 1718984680.3378
MEM 1780.632812 1718984680.4386
MEM 1571.691406 1718984680.5418
MEM 1571.691406 1718984680.6431
MEM 1705.816406 1718984680.7458
MEM 1921.191406 1718984680.8498
MEM 2113.191406 1718984680.9538
MEM 2259.441406 1718984681.0579
MEM 2410.191406 1718984681.1587
MEM 2561.191406 1718984681.2618
MEM 2083.703125 1718984681.3626
MEM 2244.453125 1718984681.4658
MEM 2469.203125 1718984681.5698
MEM 2292.640625 1718984681.6705
MEM 2150.949219 1718984681.7738
MEM 2169.324219 1718984681.8781
MEM 2187.699219 1718984681.9818
MEM 2206.199219 1718984682.0858
MEM 2200.144531 1718984682.1867
MEM 2164.519531 1718984682.2899
MEM 2185.894531 1718984682.3911
MEM 2206.769531 1718984682.4919
MEM 2211.781250 1718984682.5927
MEM 1507.765625 1718984682.6935
MEM 936.132812 1718984682.7978
MEM 958.132812 1718984682.9018
MEM 979.757812 1718984683.0058
MEM 1054.132812 1718984683.1099
MEM 931.636719 1718984683.2138
MEM 941.511719 1718984683.3179
MEM 994.753906 1718984683.4190
MEM 931.750000 1718984683.5199
MEM 931.750000 1718984683.6205
MEM 931.750000 1718984683.7213
MEM 867.777344 1718984683.8218
MEM 867.777344 1718984683.9226
MEM 867.777344 1718984684.0235
MEM 867.902344 1718984684.1243
MEM 868.027344 1718984684.2251
MEM 868.027344 1718984684.3258
MEM 868.152344 1718984684.4266
MEM 868.402344 1718984684.5275
MEM 868.402344 1718984684.6283
MEM 836.457031 1718984684.7292
MEM 836.457031 1718984684.8299
MEM 854.082031 1718984684.9307
MEM 867.082031 1718984685.0316
MEM 867.207031 1718984685.1324
MEM 867.207031 1718984685.2333
MEM 891.332031 1718984685.3342
MEM 891.332031 1718984685.4373
MEM 891.457031 1718984685.5380
MEM 891.582031 1718984685.6391
MEM 903.582031 1718984685.7400
MEM 915.582031 1718984685.8410
MEM 927.582031 1718984685.9425
MEM 927.707031 1718984686.0433
MEM 927.707031 1718984686.1442
MEM 892.054688 1718984686.2451
MEM 892.054688 1718984686.3461
MEM 892.054688 1718984686.4469
MEM 906.554688 1718984686.5498
MEM 906.554688 1718984686.6506
MEM 906.554688 1718984686.7515
MEM 954.554688 1718984686.8538
MEM 1067.929688 1718984686.9578
MEM 1031.980469 1718984687.0587
MEM 1034.488281 1718984687.1618
MEM 1142.066406 1718984687.2626
MEM 1059.441406 1718984687.3658
MEM 1115.316406 1718984687.4698
MEM 1133.566406 1718984687.5703
MEM 1178.316406 1718984687.6722
MEM 1313.316406 1718984687.7730
MEM 1419.691406 1718984687.8739
MEM 1531.691406 1718984687.9778
MEM 1642.941406 1718984688.0818
MEM 1752.566406 1718984688.1858
MEM 1796.433594 1718984688.2899
MEM 2016.558594 1718984688.3939
MEM 1847.917969 1718984688.4947
MEM 1627.929688 1718984688.5978
MEM 1659.429688 1718984688.7018
MEM 1884.679688 1718984688.8058
MEM 2106.929688 1718984688.9099
MEM 2266.429688 1718984689.0139
MEM 2421.429688 1718984689.1179
MEM 2577.179688 1718984689.2219
MEM 2299.996094 1718984689.3227
MEM 2240.507812 1718984689.4258
MEM 2462.007812 1718984689.5299
MEM 2601.984375 1718984689.6307
MEM 2184.503906 1718984689.7339
MEM 2218.878906 1718984689.8370
MEM 2236.253906 1718984689.9381
MEM 2254.753906 1718984690.0458
MEM 2268.003906 1718984690.1470
MEM 2209.128906 1718984690.2498
MEM 2230.628906 1718984690.3537
MEM 2252.003906 1718984690.4578
MEM 2322.628906 1718984690.5618
MEM 1949.886719 1718984690.6627
MEM 1222.957031 1718984690.7635
MEM 1001.019531 1718984690.8658
MEM 1020.644531 1718984690.9676
MEM 1044.519531 1718984691.0685
MEM 1093.644531 1718984691.1698
MEM 987.890625 1718984691.2739
MEM 987.890625 1718984691.3755
MEM 1019.894531 1718984691.4764
MEM 948.761719 1718984691.5778
MEM 1050.761719 1718984691.6809
MEM 1038.726562 1718984691.7818
MEM 1030.101562 1718984691.8858
MEM 1179.601562 1718984691.9895
MEM 1059.246094 1718984692.0899
MEM 1113.496094 1718984692.1911
MEM 1130.570312 1718984692.2919
MEM 1174.195312 1718984692.3939
MEM 1312.695312 1718984692.4978
MEM 1425.820312 1718984692.6018
MEM 1539.320312 1718984692.7058
MEM 1650.070312 1718984692.8099
MEM 1753.195312 1718984692.9107
MEM 1797.687500 1718984693.0138
MEM 2018.937500 1718984693.1179
MEM 1836.875000 1718984693.2187
MEM 1627.933594 1718984693.3218
MEM 1660.183594 1718984693.4259
MEM 1858.183594 1718984693.5298
MEM 2085.433594 1718984693.6338
MEM 2254.808594 1718984693.7378
MEM 2409.808594 1718984693.8418
MEM 2566.183594 1718984693.9459
MEM 2359.984375 1718984694.0467
MEM 2230.246094 1718984694.1498
MEM 2452.246094 1718984694.2538
MEM 2614.113281 1718984694.3547
MEM 2181.367188 1718984694.4579
MEM 2218.992188 1718984694.5618
MEM 2237.492188 1718984694.6658
MEM 2255.992188 1718984694.7698
MEM 2203.910156 1718984694.8706
MEM 2211.785156 1718984694.9715
MEM 2232.285156 1718984695.0723
MEM 2253.035156 1718984695.1731
MEM 2325.660156 1718984695.2740
MEM 1971.875000 1718984695.3748
MEM 1260.828125 1718984695.4757
MEM 1000.507812 1718984695.5778
MEM 1022.132812 1718984695.6818
MEM 1043.632812 1718984695.7858
MEM 1178.132812 1718984695.8899
MEM 987.902344 1718984695.9907
MEM 1051.402344 1718984696.0916
MEM 987.945312 1718984696.1938
MEM 923.988281 1718984696.2978
MEM 939.988281 1718984696.4013
MEM 975.988281 1718984696.5018
MEM 975.988281 1718984696.6027
MEM 975.988281 1718984696.7036
MEM 975.988281 1718984696.8047
MEM 975.988281 1718984696.9057
MEM 975.988281 1718984697.0065
MEM 975.988281 1718984697.1074
MEM 1018.113281 1718984697.2098
MEM 1164.613281 1718984697.3139
MEM 1045.910156 1718984697.4178
MEM 1102.035156 1718984697.5218
MEM 1119.777344 1718984697.6227
MEM 1129.652344 1718984697.7258
MEM 1229.277344 1718984697.8268
MEM 1222.851562 1718984697.9277
MEM 1290.156250 1718984698.0298
MEM 1403.531250 1718984698.1338
MEM 1513.906250 1718984698.2367
MEM 1623.031250 1718984698.3379
MEM 1730.031250 1718984698.4388
MEM 1685.781250 1718984698.5418
MEM 1910.031250 1718984698.6458
MEM 2131.031250 1718984698.7498
MEM 1694.015625 1718984698.8507
MEM 1680.027344 1718984698.9533
MEM 1778.027344 1718984699.0578
MEM 2003.277344 1718984699.1618
MEM 2212.527344 1718984699.2658
MEM 2367.277344 1718984699.3698
MEM 2523.527344 1718984699.4738
MEM 2680.527344 1718984699.5781
MEM 2192.039062 1718984699.6819
MEM 2394.789062 1718984699.7858
MEM 2612.789062 1718984699.8899
MEM 2300.015625 1718984699.9907
MEM 2261.410156 1718984700.0938
MEM 2279.910156 1718984700.1978
MEM 2298.535156 1718984700.3018
MEM 2317.035156 1718984700.4058
MEM 2314.289062 1718984700.5067
MEM 2273.066406 1718984700.6098
MEM 2294.566406 1718984700.7138
MEM 2315.691406 1718984700.8147
MEM 2319.972656 1718984700.9155
MEM 1615.957031 1718984701.0163
MEM 1042.699219 1718984701.1178
MEM 1064.199219 1718984701.2218
MEM 1084.949219 1718984701.3221
MEM 1123.074219 1718984701.4247
MEM 1039.929688 1718984701.5256
MEM 1039.929688 1718984701.6298
MEM 975.917969 1718984701.7306
MEM 1016.292969 1718984701.8338
MEM 1156.042969 1718984701.9356
MEM 1043.804688 1718984702.0379
MEM 1098.179688 1718984702.1389
MEM 1199.304688 1718984702.2401
MEM 1151.949219 1718984702.3409
MEM 1141.574219 1718984702.4418
MEM 1277.574219 1718984702.5459
MEM 1177.726562 1718984702.6499
MEM 1321.101562 1718984702.7532
MEM 1423.226562 1718984702.8539
MEM 1534.351562 1718984702.9568
MEM 1641.351562 1718984703.0578
MEM 1755.101562 1718984703.1618
MEM 1737.011719 1718984703.2658
MEM 1958.261719 1718984703.3699
MEM 2181.511719 1718984703.4724
MEM 1680.035156 1718984703.5738
MEM 1680.035156 1718984703.6778
MEM 1835.035156 1718984703.7818
MEM 2057.160156 1718984703.8858
MEM 2245.785156 1718984703.9899
MEM 2400.160156 1718984704.0908
MEM 2557.660156 1718984704.1938
MEM 2703.910156 1718984704.2947
MEM 2198.656250 1718984704.3978
MEM 2423.406250 1718984704.5018
MEM 2649.031250 1718984704.6058
MEM 2192.035156 1718984704.7067
MEM 2265.160156 1718984704.8098
MEM 2283.660156 1718984704.9138
MEM 2302.285156 1718984705.0178
MEM 2319.660156 1718984705.1187
MEM 2257.164062 1718984705.2218
MEM 2278.664062 1718984705.3258
MEM 2300.289062 1718984705.4298
MEM 2338.664062 1718984705.5338
MEM 2090.156250 1718984705.6347
MEM 1388.738281 1718984705.7355
MEM 1050.902344 1718984705.8379
MEM 1071.652344 1718984705.9389
MEM 1093.152344 1718984706.0418
MEM 1207.277344 1718984706.1459
MEM 1039.988281 1718984706.2498
MEM 1092.363281 1718984706.3530
MEM 975.976562 1718984706.4538
MEM 975.976562 1718984706.5561
MEM 940.105469 1718984706.6584
MEM 940.105469 1718984706.7600
MEM 940.105469 1718984706.8608
MEM 940.105469 1718984706.9617
MEM 940.105469 1718984707.0625
MEM 940.105469 1718984707.1634
MEM 951.230469 1718984707.2658
MEM 1006.480469 1718984707.3697
MEM 1013.464844 1718984707.4705
MEM 1028.089844 1718984707.5738
MEM 1095.839844 1718984707.6778
MEM 1162.105469 1718984707.7818
MEM 1077.230469 1718984707.8858
MEM 1132.730469 1718984707.9898
MEM 1147.867188 1718984708.0907
MEM 1191.617188 1718984708.1916
MEM 1328.367188 1718984708.2940
MEM 1436.367188 1718984708.3954
