CMDLINE python3 train_vishwamai_model.py
MEM 380.953125 1718916951.1760
MEM 391.078125 1718916951.2768
MEM 397.078125 1718916951.3776
MEM 404.953125 1718916951.4784
MEM 415.953125 1718916951.5792
MEM 418.203125 1718916951.6800
MEM 421.578125 1718916951.7808
MEM 425.453125 1718916951.8816
MEM 431.953125 1718916951.9824
MEM 435.453125 1718916952.0832
MEM 437.953125 1718916952.1840
MEM 440.578125 1718916952.2848
MEM 446.703125 1718916952.3857
MEM 449.828125 1718916952.4862
MEM 450.328125 1718916952.5870
MEM 454.871094 1718916952.6878
MEM 457.371094 1718916952.7885
MEM 457.496094 1718916952.8893
MEM 458.621094 1718916952.9898
MEM 459.496094 1718916953.0905
MEM 459.496094 1718916953.1912
MEM 460.746094 1718916953.2920
MEM 463.996094 1718916953.3928
MEM 466.871094 1718916953.4936
MEM 470.496094 1718916953.5944
MEM 471.871094 1718916953.6948
MEM 473.121094 1718916953.7955
MEM 482.996094 1718916953.8963
MEM 490.496094 1718916953.9971
MEM 495.371094 1718916954.0978
MEM 501.871094 1718916954.1985
MEM 508.496094 1718916954.2993
MEM 511.871094 1718916954.4001
MEM 517.621094 1718916954.5009
MEM 521.496094 1718916954.6017
MEM 524.871094 1718916954.7025
MEM 527.621094 1718916954.8034
MEM 528.496094 1718916954.9041
MEM 530.371094 1718916955.0049
MEM 533.496094 1718916955.1058
MEM 533.496094 1718916955.2065
MEM 536.621094 1718916955.3073
MEM 540.121094 1718916955.4081
MEM 541.621094 1718916955.5089
MEM 544.371094 1718916955.6098
MEM 544.871094 1718916955.7106
MEM 545.746094 1718916955.8113
MEM 548.246094 1718916955.9120
MEM 549.621094 1718916956.0128
MEM 551.746094 1718916956.1136
MEM 554.246094 1718916956.2144
MEM 554.496094 1718916956.3151
MEM 554.871094 1718916956.4159
MEM 555.246094 1718916956.5167
MEM 560.496094 1718916956.6176
MEM 572.246094 1718916956.7184
MEM 572.496094 1718916956.8192
MEM 572.621094 1718916956.9201
MEM 572.746094 1718916957.0209
MEM 572.871094 1718916957.1217
MEM 572.871094 1718916957.2225
MEM 572.871094 1718916957.3233
MEM 572.871094 1718916957.4241
MEM 572.871094 1718916957.5249
MEM 572.871094 1718916957.6257
MEM 573.121094 1718916957.7265
MEM 573.121094 1718916957.8273
MEM 573.246094 1718916957.9281
MEM 573.246094 1718916958.0290
MEM 573.246094 1718916958.1297
MEM 573.496094 1718916958.2305
MEM 573.621094 1718916958.3313
MEM 573.871094 1718916958.4321
MEM 573.996094 1718916958.5329
MEM 573.996094 1718916958.6337
MEM 573.996094 1718916958.7345
MEM 573.996094 1718916958.8353
MEM 573.996094 1718916958.9359
MEM 573.996094 1718916959.0367
MEM 573.996094 1718916959.1371
MEM 573.996094 1718916959.2378
MEM 573.996094 1718916959.3386
MEM 573.996094 1718916959.4394
MEM 573.996094 1718916959.5398
MEM 573.996094 1718916959.6407
MEM 573.996094 1718916959.7415
MEM 573.996094 1718916959.8423
MEM 573.996094 1718916959.9431
MEM 573.996094 1718916960.0437
MEM 573.996094 1718916960.1445
MEM 573.996094 1718916960.2453
MEM 573.996094 1718916960.3461
MEM 573.996094 1718916960.4469
MEM 573.996094 1718916960.5477
MEM 573.996094 1718916960.6484
MEM 574.246094 1718916960.7498
MEM 574.371094 1718916960.8515
MEM 574.371094 1718916960.9524
MEM 574.496094 1718916961.0532
MEM 574.621094 1718916961.1538
MEM 574.746094 1718916961.2545
MEM 574.746094 1718916961.3553
MEM 575.871094 1718916961.4561
MEM 577.121094 1718916961.5569
MEM 577.121094 1718916961.6577
MEM 581.871094 1718916961.7585
MEM 589.621094 1718916961.8592
MEM 598.746094 1718916961.9601
MEM 608.371094 1718916962.0609
MEM 609.496094 1718916962.1617
MEM 616.246094 1718916962.2624
MEM 620.121094 1718916962.3633
MEM 622.621094 1718916962.4641
MEM 622.621094 1718916962.5649
MEM 622.746094 1718916962.6657
MEM 623.246094 1718916962.7665
MEM 627.996094 1718916962.8673
MEM 628.371094 1718916962.9681
MEM 628.496094 1718916963.0689
MEM 628.621094 1718916963.1698
MEM 628.746094 1718916963.2706
MEM 631.496094 1718916963.3714
MEM 632.996094 1718916963.4722
MEM 634.871094 1718916963.5731
MEM 757.621094 1718916963.6738
MEM 831.746094 1718916963.7747
MEM 831.746094 1718916963.8757
MEM 834.621094 1718916963.9777
MEM 859.871094 1718916964.0818
MEM 733.613281 1718916964.1826
MEM 831.613281 1718916964.2834
MEM 733.769531 1718916964.3842
MEM 735.394531 1718916964.4850
MEM 738.144531 1718916964.5858
MEM 740.019531 1718916964.6867
MEM 740.019531 1718916964.7875
MEM 740.144531 1718916964.8898
MEM 740.269531 1718916964.9906
MEM 740.269531 1718916965.0938
MEM 740.394531 1718916965.1978
MEM 743.144531 1718916965.2986
MEM 744.519531 1718916965.3991
MEM 747.519531 1718916965.5000
MEM 748.894531 1718916965.6008
MEM 754.644531 1718916965.7016
MEM 756.644531 1718916965.8023
MEM 762.144531 1718916965.9058
MEM 762.144531 1718916966.0066
MEM 763.144531 1718916966.1075
MEM 765.269531 1718916966.2084
MEM 766.894531 1718916966.3092
MEM 768.394531 1718916966.4098
MEM 771.769531 1718916966.5106
MEM 771.894531 1718916966.6115
MEM 772.019531 1718916966.7123
MEM 772.019531 1718916966.8131
MEM 772.019531 1718916966.9139
MEM 772.644531 1718916967.0147
MEM 773.519531 1718916967.1156
MEM 781.617188 1718916967.2164
MEM 781.742188 1718916967.3173
MEM 783.492188 1718916967.4178
MEM 783.617188 1718916967.5186
MEM 783.742188 1718916967.6196
MEM 783.742188 1718916967.7224
MEM 783.742188 1718916967.8233
MEM 784.367188 1718916967.9241
MEM 785.742188 1718916968.0249
MEM 794.367188 1718916968.1261
MEM 797.367188 1718916968.2269
MEM 798.492188 1718916968.3277
MEM 798.492188 1718916968.4285
MEM 798.617188 1718916968.5293
MEM 798.742188 1718916968.6301
MEM 798.742188 1718916968.7309
MEM 798.742188 1718916968.8321
MEM 798.742188 1718916968.9329
MEM 798.742188 1718916969.0337
MEM 799.242188 1718916969.1345
MEM 800.117188 1718916969.2354
MEM 801.992188 1718916969.3362
MEM 804.742188 1718916969.4370
MEM 806.617188 1718916969.5378
MEM 920.242188 1718916969.6386
MEM 1003.992188 1718916969.7419
MEM 1003.992188 1718916969.8438
MEM 1005.992188 1718916969.9474
MEM 1029.242188 1718916970.0498
MEM 971.359375 1718916970.1506
MEM 1099.714844 1718916970.2521
MEM 913.003906 1718916970.3529
MEM 932.003906 1718916970.4537
MEM 949.128906 1718916970.5578
MEM 1114.128906 1718916970.6586
MEM 1128.378906 1718916970.7596
MEM 1128.378906 1718916970.8606
MEM 1143.503906 1718916970.9618
MEM 1168.503906 1718916971.0646
MEM 1082.785156 1718916971.1650
MEM 1150.773438 1718916971.2658
MEM 1035.968750 1718916971.3666
MEM 948.023438 1718916971.4674
MEM 960.648438 1718916971.5698
MEM 1127.273438 1718916971.6706
MEM 1144.273438 1718916971.7715
MEM 1144.273438 1718916971.8725
MEM 1157.023438 1718916971.9738
MEM 1180.273438 1718916972.0746
MEM 1140.988281 1718916972.1778
MEM 1046.199219 1718916972.2792
MEM 1046.199219 1718916972.3801
MEM 930.164062 1718916972.4818
MEM 930.164062 1718916972.5826
MEM 931.789062 1718916972.6834
MEM 980.539062 1718916972.7842
MEM 1128.289062 1718916972.8858
MEM 1128.289062 1718916972.9898
MEM 1128.289062 1718916973.0934
MEM 1148.289062 1718916973.1978
MEM 1172.539062 1718916973.2986
MEM 1181.492188 1718916973.4018
MEM 1030.210938 1718916973.5026
MEM 1030.210938 1718916973.6034
MEM 1030.210938 1718916973.7058
MEM 1039.960938 1718916973.8066
MEM 1047.960938 1718916973.9075
MEM 1056.710938 1718916974.0102
MEM 1061.710938 1718916974.1110
MEM 1127.960938 1718916974.2132
MEM 1129.035156 1718916974.3138
MEM 1129.035156 1718916974.4146
MEM 1193.035156 1718916974.5155
MEM 1193.066406 1718916974.6163
MEM 1243.070312 1718916974.7171
MEM 1193.078125 1718916974.8180
MEM 1199.203125 1718916974.9190
MEM 1174.031250 1718916975.0199
MEM 1083.906250 1718916975.1208
MEM 1100.406250 1718916975.2216
MEM 1100.406250 1718916975.3248
MEM 1116.406250 1718916975.4257
MEM 1100.765625 1718916975.5298
MEM 1084.839844 1718916975.6305
MEM 1085.714844 1718916975.7315
MEM 1126.964844 1718916975.8323
MEM 1159.078125 1718916975.9331
MEM 1259.324219 1718916976.0339
MEM 1223.070312 1718916976.1378
MEM 1099.722656 1718916976.2418
MEM 1099.722656 1718916976.3426
MEM 1131.972656 1718916976.4458
MEM 1080.179688 1718916976.5467
MEM 1080.179688 1718916976.6475
MEM 1084.054688 1718916976.7484
MEM 1092.054688 1718916976.8492
MEM 1092.179688 1718916976.9498
MEM 1092.179688 1718916977.0506
MEM 1130.429688 1718916977.1538
MEM 1345.179688 1718916977.2544
MEM 1434.179688 1718916977.3554
MEM 1566.429688 1718916977.4562
MEM 1352.421875 1718916977.5570
MEM 1429.421875 1718916977.6578
MEM 1548.671875 1718916977.7619
MEM 1548.671875 1718916977.8642
MEM 1548.671875 1718916977.9651
MEM 1569.421875 1718916978.0698
MEM 1595.421875 1718916978.1706
MEM 1598.015625 1718916978.2716
MEM 1450.601562 1718916978.3724
MEM 1454.601562 1718916978.4733
MEM 1454.601562 1718916978.5738
MEM 1677.851562 1718916978.6778
MEM 1878.601562 1718916978.7791
MEM 2106.351562 1718916978.8818
MEM 2337.226562 1718916978.9853
MEM 2566.351562 1718916979.0859
MEM 2803.601562 1718916979.1898
MEM 3028.851562 1718916979.2938
MEM 3259.976562 1718916979.3944
MEM 3466.601562 1718916979.4953
MEM 3557.601562 1718916979.5961
MEM 3683.976562 1718916979.6969
MEM 3808.101562 1718916979.7978
MEM 3905.476562 1718916979.8986
MEM 3942.101562 1718916980.0019
MEM 3963.476562 1718916980.1058
MEM 3993.226562 1718916980.2098
MEM 4017.476562 1718916980.3138
MEM 4042.476562 1718916980.4178
MEM 4066.226562 1718916980.5219
MEM 4082.976562 1718916980.6243
MEM 4091.351562 1718916980.7252
MEM 4116.976562 1718916980.8258
MEM 4056.101562 1718916980.9298
MEM 4138.101562 1718916981.0315
MEM 4169.726562 1718916981.1323
MEM 4200.601562 1718916981.2333
MEM 4218.726562 1718916981.3338
MEM 4229.226562 1718916981.4458
MEM 4241.101562 1718916981.5498
MEM 4223.851562 1718916981.6518
MEM 4236.476562 1718916981.7526
MEM 4247.726562 1718916981.8534
MEM 4258.101562 1718916981.9539
MEM 4254.101562 1718916982.0547
MEM 4270.726562 1718916982.1577
MEM 4278.476562 1718916982.2618
MEM 4283.351562 1718916982.3658
MEM 4295.101562 1718916982.4685
MEM 4308.976562 1718916982.5716
MEM 4324.476562 1718916982.6738
MEM 0.000000 1718916985.0987
MEM 0.000000 1718916985.2626
MEM 0.000000 1718916985.3660
MEM 0.000000 1718916985.4673
MEM 0.000000 1718916985.5686
MEM 0.000000 1718916985.6695
MEM 0.000000 1718916985.7704
MEM 0.000000 1718916985.8712
MEM 0.000000 1718916985.9720
