CMDLINE python3 scripts/train.py
MEM 186.054688 1719560801.8635
MEM 200.179688 1719560801.9643
MEM 209.054688 1719560802.0652
MEM 222.179688 1719560802.1661
MEM 229.429688 1719560802.2665
MEM 237.554688 1719560802.3674
MEM 244.804688 1719560802.4683
MEM 278.304688 1719560802.5691
MEM 315.054688 1719560802.6700
MEM 334.554688 1719560802.7705
MEM 343.679688 1719560802.8714
MEM 351.554688 1719560802.9723
MEM 358.054688 1719560803.0732
MEM 366.304688 1719560803.1741
MEM 372.429688 1719560803.2746
MEM 380.554688 1719560803.3755
MEM 387.304688 1719560803.4763
MEM 395.929688 1719560803.5772
MEM 405.179688 1719560803.6781
MEM 419.554688 1719560803.7791
MEM 427.804688 1719560803.8800
MEM 432.429688 1719560803.9826
MEM 439.554688 1719560804.0834
MEM 442.804688 1719560804.1842
MEM 446.179688 1719560804.2850
MEM 449.054688 1719560804.3858
MEM 449.804688 1719560804.4872
MEM 451.554688 1719560804.5881
MEM 452.804688 1719560804.6889
MEM 455.179688 1719560804.7898
MEM 459.976562 1719560804.8907
MEM 463.101562 1719560804.9916
MEM 465.851562 1719560805.0924
MEM 466.226562 1719560805.1933
MEM 468.351562 1719560805.2943
MEM 472.976562 1719560805.3952
MEM 476.976562 1719560805.4961
MEM 479.726562 1719560805.5985
MEM 480.351562 1719560805.6994
MEM 484.101562 1719560805.8002
MEM 484.226562 1719560805.9015
MEM 485.601562 1719560806.0025
MEM 490.726562 1719560806.1034
MEM 492.601562 1719560806.2042
MEM 498.101562 1719560806.3050
MEM 501.101562 1719560806.4058
MEM 505.851562 1719560806.5065
MEM 509.976562 1719560806.6073
MEM 513.976562 1719560806.7081
MEM 518.976562 1719560806.8090
MEM 520.976562 1719560806.9098
MEM 524.601562 1719560807.0106
MEM 527.601562 1719560807.1115
MEM 530.601562 1719560807.2121
MEM 533.226562 1719560807.3129
MEM 536.976562 1719560807.4138
MEM 540.226562 1719560807.5145
MEM 543.976562 1719560807.6154
MEM 548.226562 1719560807.7162
MEM 552.351562 1719560807.8171
MEM 555.351562 1719560807.9179
MEM 556.976562 1719560808.0188
MEM 557.601562 1719560808.1196
MEM 560.476562 1719560808.2205
MEM 563.851562 1719560808.3213
MEM 565.601562 1719560808.4222
MEM 567.851562 1719560808.5225
MEM 569.976562 1719560808.6233
MEM 570.226562 1719560808.7241
MEM 571.851562 1719560808.8249
MEM 577.476562 1719560808.9257
MEM 609.101562 1719560809.0266
MEM 667.101562 1719560809.1275
MEM 723.101562 1719560809.2285
MEM 781.226562 1719560809.3294
MEM 838.351562 1719560809.4302
MEM 894.851562 1719560809.5306
MEM 952.726562 1719560809.6315
MEM 1010.726562 1719560809.7323
MEM 1066.726562 1719560809.8332
MEM 844.089844 1719560809.9341
MEM 848.199219 1719560810.0347
MEM 861.574219 1719560810.1355
MEM 866.824219 1719560810.2363
MEM 870.324219 1719560810.3372
MEM 870.324219 1719560810.4384
MEM 870.699219 1719560810.5394
MEM 870.699219 1719560810.6402
MEM 870.824219 1719560810.7412
MEM 870.824219 1719560810.8447
MEM 870.824219 1719560810.9453
MEM 780.585938 1719560811.0490
MEM 779.394531 1719560811.1504
MEM 786.019531 1719560811.2513
MEM 788.519531 1719560811.3521
MEM 789.644531 1719560811.4529
MEM 797.394531 1719560811.5538
MEM 804.269531 1719560811.6545
MEM 811.644531 1719560811.7553
MEM 0.000000 1719560811.8562
