CMDLINE python3 scripts/generate_text.py
MEM 3292.933594 1719623350.7104
MEM 3292.933594 1719623350.8113
MEM 3356.812500 1719623350.9146
MEM 3356.812500 1719623351.0186
MEM 3352.875000 1719623351.1194
MEM 3308.886719 1719623351.2225
MEM 3308.886719 1719623351.3265
MEM 3308.886719 1719623351.4301
MEM 3308.886719 1719623351.5345
MEM 3308.886719 1719623351.6386
MEM 3308.886719 1719623351.7425
MEM 3308.886719 1719623351.8465
MEM 3308.886719 1719623351.9475
MEM 3349.636719 1719623352.0505
MEM 3428.136719 1719623352.1545
MEM 3505.140625 1719623352.2554
MEM 3452.921875 1719623352.3585
MEM 3606.796875 1719623352.4625
MEM 3708.171875 1719623352.5634
MEM 3668.894531 1719623352.6661
MEM 3477.523438 1719623352.7670
MEM 3515.648438 1719623352.8711
MEM 3550.023438 1719623352.9749
MEM 3580.773438 1719623353.0774
MEM 3585.023438 1719623353.1790
MEM 3588.773438 1719623353.2798
MEM 3393.070312 1719623353.3807
MEM 3452.820312 1719623353.4826
MEM 3453.695312 1719623353.5866
MEM 3477.570312 1719623353.6905
MEM 3478.988281 1719623353.7914
MEM 3417.863281 1719623353.8945
MEM 3420.863281 1719623353.9985
MEM 3420.863281 1719623354.1026
MEM 3420.863281 1719623354.2065
MEM 3420.863281 1719623354.3102
MEM 3420.863281 1719623354.4106
MEM 3420.863281 1719623354.5146
MEM 3420.863281 1719623354.6186
MEM 3420.863281 1719623354.7226
MEM 3476.988281 1719623354.8266
MEM 3470.535156 1719623354.9307
MEM 3471.750000 1719623355.0346
MEM 3548.875000 1719623355.1380
MEM 3548.875000 1719623355.2387
MEM 3570.875000 1719623355.3425
MEM 3596.937500 1719623355.4466
MEM 3484.949219 1719623355.5505
MEM 3484.949219 1719623355.6545
MEM 3484.949219 1719623355.7586
MEM 3484.949219 1719623355.8626
MEM 3484.949219 1719623355.9665
MEM 3484.949219 1719623356.0713
MEM 3484.949219 1719623356.1745
MEM 3484.949219 1719623356.2785
MEM 3484.949219 1719623356.3828
MEM 3452.910156 1719623356.4838
MEM 3548.785156 1719623356.5866
MEM 3551.785156 1719623356.6906
MEM 3511.519531 1719623356.7935
MEM 3500.828125 1719623356.8985
MEM 3500.828125 1719623356.9996
